Season,Team,Cmp,G,W,L,T,W-L%,Pts,PtsO,PtDif,Cmp,Att,Inc,Cmp%,Yds,TD,Int,TD%,Int%,Rate,Y/A,AY/A,Y/C
2017,Eastern Michigan,257,12,5,7,0,.417,313,280,33,257,435,178,59.1,3088,21,15,4.8,3.4,127.7,7.1,6.51,12.0
2013,Ohio,256,13,7,6,0,.538,356,357,-1,256,425,169,60.2,3190,22,13,5.2,3.1,134.2,7.5,7.16,12.5
2013,Bowling Green,255,14,10,4,0,.714,487,222,265,255,404,149,63.1,3725,27,7,6.7,1.7,159.2,9.2,9.78,14.6
2003,Marshall,255,12,8,4,0,.667,350,278,72,255,377,122,67.6,2935,22,18,5.8,4.8,142.7,7.8,6.80,11.5
2011,Bowling Green,254,12,5,7,0,.417,318,346,-28,254,428,174,59.3,3139,28,14,6.5,3.3,136.0,7.3,7.17,12.4
2005,Miami (OH),254,11,7,4,0,.636,371,258,113,254,445,191,57.1,3208,27,14,6.1,3.1,131.4,7.2,7.01,12.6
2014,Western Michigan,253,13,8,5,0,.615,439,324,115,253,372,119,68.0,3475,26,10,7.0,2.7,164.2,9.3,9.53,13.7
2011,Northern Illinois,253,14,11,3,0,.786,536,424,112,253,408,155,62.0,3386,29,6,7.1,1.5,152.2,8.3,9.06,13.4
2006,Western Michigan,252,13,8,5,0,.615,299,259,40,252,408,156,61.8,2403,20,13,4.9,3.2,121.0,5.9,5.44,9.5
2018,Bowling Green,250,12,3,9,0,.250,292,480,-188,250,404,154,61.9,2864,28,13,6.9,3.2,137.9,7.1,7.03,11.5
2016,Ohio,250,14,8,6,0,.571,368,317,51,250,458,208,54.6,3142,22,12,4.8,2.6,122.8,6.9,6.64,12.6
2012,Ohio,250,13,9,4,0,.692,412,322,90,250,402,152,62.2,3139,23,5,5.7,1.2,144.2,7.8,8.39,12.6
2003,UCF,250,12,3,9,0,.250,224,373,-149,250,406,156,61.6,2662,16,19,3.9,4.7,120.3,6.6,5.24,10.6
2024,Eastern Michigan,249,12,5,7,0,.417,311,335,-24,249,416,167,59.9,2832,17,10,4.1,2.4,125.7,6.8,6.54,11.4
2005,Bowling Green,249,11,6,5,0,.545,372,304,68,249,411,162,60.6,3123,29,11,7.1,2.7,142.3,7.6,7.81,12.5
2004,Marshall,248,12,6,6,0,.500,291,266,25,248,425,177,58.4,2503,19,15,4.5,3.5,115.5,5.9,5.20,10.1
2002,Eastern Michigan,248,12,3,9,0,.250,286,566,-280,248,441,193,56.2,2961,23,22,5.2,5.0,119.9,6.7,5.51,11.9
2023,Western Michigan,247,12,4,8,0,.333,284,381,-97,247,393,146,62.8,2534,13,9,3.3,2.3,123.3,6.4,6.08,10.3
2022,Toledo,247,14,9,5,0,.643,438,351,87,247,439,192,56.3,3153,31,15,7.1,3.4,133.1,7.2,7.06,12.8
2021,Miami (OH),247,13,7,6,0,.538,376,300,76,247,425,178,58.1,3621,32,8,7.5,1.9,150.8,8.5,9.18,14.7
2018,Kent State,247,12,2,10,0,.167,287,440,-153,247,420,173,58.8,2543,14,10,3.3,2.4,115.9,6.1,5.65,10.3
2015,Eastern Michigan,247,12,1,11,0,.083,305,505,-200,247,407,160,60.7,2631,18,14,4.4,3.4,122.7,6.5,5.80,10.7
2019,Western Michigan,246,13,7,6,0,.538,430,337,93,246,413,167,59.6,3128,21,8,5.1,1.9,136.1,7.6,7.72,12.7
2018,Eastern Michigan,246,13,7,6,0,.538,351,287,64,246,387,141,63.6,2947,21,4,5.4,1.0,143.4,7.6,8.24,12.0
2003,Ball State,246,12,4,8,0,.333,261,386,-125,246,422,176,58.3,2730,22,12,5.2,2.8,124.2,6.5,6.23,11.1
2001,Miami (OH),246,12,7,5,0,.583,319,309,10,246,392,146,62.8,3185,25,13,6.4,3.3,145.4,8.1,7.91,12.9
2012,Northern Illinois,245,14,12,2,0,.857,540,278,262,245,410,165,59.8,3239,26,6,6.3,1.5,144.1,7.9,8.51,13.2
2000,Eastern Michigan,245,11,3,8,0,.273,209,350,-141,245,413,168,59.3,2407,12,9,2.9,2.2,113.5,5.8,5.43,9.8
2022,Eastern Michigan,244,13,9,4,0,.692,387,370,17,244,392,148,62.2,2911,23,12,5.9,3.1,137.9,7.4,7.22,11.9
2014,Kent State,244,12,2,9,0,.182,180,319,-139,244,443,199,55.1,2570,16,17,3.6,3.8,108.1,5.8,4.80,10.5
2012,Central Michigan,244,13,7,6,0,.538,375,421,-46,244,413,169,59.1,3175,23,9,5.6,2.2,137.7,7.7,7.82,13.0
2002,Western Michigan,244,12,4,8,0,.333,303,330,-27,244,467,223,52.2,3073,18,22,3.9,4.7,110.8,6.6,5.23,12.6
2016,Bowling Green,243,12,4,8,0,.333,298,460,-162,243,449,206,54.1,2713,19,25,4.2,5.6,107.7,6.0,4.38,11.2
2014,Central Michigan,243,13,7,6,0,.538,350,327,23,243,382,139,63.6,3157,27,13,7.1,3.4,149.6,8.3,8.15,13.0
2014,Toledo,243,13,9,4,0,.692,476,396,80,243,397,154,61.2,3044,24,9,6.0,2.3,141.0,7.7,7.86,12.5
2013,Buffalo,243,13,8,5,0,.615,394,317,77,243,427,184,56.9,2955,25,8,5.9,1.9,130.6,6.9,7.25,12.2
2005,Western Michigan,243,11,7,4,0,.636,354,342,12,243,385,142,63.1,2712,30,11,7.8,2.9,142.3,7.0,7.32,11.2
2004,Kent State,243,11,5,6,0,.455,335,264,71,243,387,144,62.8,2473,19,8,4.9,2.1,128.5,6.4,6.44,10.2
2018,Western Michigan,242,13,7,6,0,.538,416,449,-33,242,395,153,61.3,3101,20,9,5.1,2.3,139.4,7.9,7.84,12.8
2017,Akron,242,14,7,7,0,.500,310,392,-82,242,447,205,54.1,2949,24,11,5.4,2.5,122.4,6.6,6.56,12.2
2007,Toledo,242,12,5,7,0,.417,395,470,-75,242,411,169,58.9,2871,19,16,4.6,3.9,125.0,7.0,6.16,11.9
2015,Ohio,241,13,8,5,0,.615,358,329,29,241,405,164,59.5,3026,17,13,4.2,3.2,129.7,7.5,6.87,12.6
2006,Miami (OH),241,12,2,10,0,.167,222,304,-82,241,420,179,57.4,2779,15,11,3.6,2.6,119.5,6.6,6.15,11.5
2005,Toledo,241,12,9,3,0,.750,429,261,168,241,378,137,63.8,2763,30,13,7.9,3.4,144.5,7.3,7.35,11.5
2015,Northern Illinois,240,14,8,6,0,.571,436,387,49,240,404,164,59.4,2918,22,10,5.4,2.5,133.1,7.2,7.20,12.2
2023,Ohio,239,13,10,3,0,.769,316,206,110,239,383,144,62.4,2647,16,9,4.2,2.3,129.5,6.9,6.69,11.1
2019,Ball State,239,12,5,7,0,.417,418,377,41,239,373,134,64.1,2923,24,7,6.4,1.9,147.4,7.8,8.28,12.2
2019,Kent State,239,13,7,6,0,.538,380,414,-34,239,356,117,67.1,2849,24,2,6.7,0.6,155.5,8.0,9.10,11.9
2012,Bowling Green,239,13,8,5,0,.615,298,218,80,239,442,203,54.1,2757,16,13,3.6,2.9,112.5,6.2,5.64,11.5
2021,Bowling Green,238,12,4,8,0,.333,257,368,-111,238,407,169,58.5,2578,12,9,2.9,2.2,117.0,6.3,5.93,10.8
2001,Western Michigan,238,11,5,6,0,.455,277,266,11,238,421,183,56.5,2836,23,12,5.5,2.9,125.4,6.7,6.55,11.9
2012,Massachusetts,237,12,1,11,0,.083,152,482,-330,237,444,207,53.4,2240,9,19,2.0,4.3,93.9,5.0,3.52,9.5
2018,Northern Illinois,236,14,8,6,0,.571,282,317,-35,236,401,165,58.9,2175,15,11,3.7,2.7,111.3,5.4,4.94,9.2
2011,Buffalo,236,12,3,9,0,.250,266,353,-87,236,422,186,55.9,2522,12,9,2.8,2.1,111.2,6.0,5.59,10.7
2024,Akron,234,12,4,8,0,.333,245,384,-139,234,419,185,55.8,2789,16,10,3.8,2.4,119.6,6.7,6.35,11.9
2017,Buffalo,234,12,6,6,0,.500,342,298,44,234,400,166,58.5,3490,24,6,6.0,1.5,148.6,8.7,9.25,14.9
2014,Buffalo,234,12,5,6,0,.455,355,347,8,234,366,132,63.9,2850,32,12,8.7,3.3,151.6,7.8,8.06,12.2
2013,Akron,234,12,5,7,0,.417,242,343,-101,234,419,185,55.8,2633,18,10,4.3,2.4,118.0,6.3,6.07,11.3
2004,Eastern Michigan,234,11,4,7,0,.364,328,458,-130,234,454,220,51.5,2883,21,13,4.6,2.9,114.4,6.4,5.99,12.3
2021,Western Michigan,233,13,8,5,0,.615,422,367,55,233,368,135,63.3,3297,23,6,6.3,1.6,155.9,9.0,9.48,14.2
2023,Toledo,232,14,11,3,0,.786,452,284,168,232,377,145,61.5,3089,26,10,6.9,2.7,147.8,8.2,8.38,13.3
2016,Northern Illinois,232,12,5,7,0,.417,366,364,2,232,400,168,58.0,2688,20,13,5.0,3.3,124.4,6.7,6.26,11.6
2014,Ball State,232,12,5,7,0,.417,332,326,6,232,409,177,56.7,2590,19,7,4.6,1.7,121.8,6.3,6.49,11.2
2008,Akron,232,12,5,7,0,.417,360,375,-15,232,404,172,57.4,2778,20,14,5.0,3.5,124.6,6.9,6.31,12.0
2006,Ball State,232,12,5,7,0,.417,326,309,17,232,373,141,62.2,3112,27,11,7.2,2.9,150.3,8.3,8.46,13.4
2017,Northern Illinois,231,13,8,5,0,.615,376,286,90,231,405,174,57.0,2599,25,11,6.2,2.7,125.9,6.4,6.43,11.3
2015,Toledo,231,12,10,2,0,.833,420,249,171,231,411,180,56.2,3036,24,10,5.8,2.4,132.7,7.4,7.46,13.1
2018,Buffalo,230,14,10,4,0,.714,484,363,121,230,419,189,54.9,3155,28,13,6.7,3.1,134.0,7.5,7.47,13.7
2014,Northern Illinois,229,14,11,3,0,.786,441,359,82,229,385,156,59.5,2689,19,3,4.9,0.8,132.9,7.0,7.62,11.7
2008,Toledo,229,12,3,9,0,.250,269,377,-108,229,381,152,60.1,2254,13,8,3.4,2.1,116.9,5.9,5.65,9.8
2005,Northern Illinois,229,12,7,5,0,.583,389,274,115,229,337,108,68.0,2849,24,10,7.1,3.0,156.5,8.5,8.54,12.4
2017,Ball State,228,12,2,10,0,.167,215,488,-273,228,405,177,56.3,2126,11,14,2.7,3.5,102.4,5.2,4.24,9.3
2010,Kent State,228,12,5,7,0,.417,256,275,-19,228,390,162,58.5,2409,11,14,2.8,3.6,112.5,6.2,5.13,10.6
2010,Toledo,228,13,8,5,0,.615,363,371,-8,228,365,137,62.5,2574,23,14,6.3,3.8,134.8,7.1,6.59,11.3
2009,Buffalo,228,12,5,7,0,.417,289,285,4,228,402,174,56.7,2903,21,15,5.2,3.7,127.2,7.2,6.59,12.7
2009,Ohio,228,14,9,5,0,.643,347,298,49,228,402,174,56.7,2774,23,13,5.7,3.2,127.1,6.9,6.59,12.2
2008,Ohio,228,12,4,8,0,.333,289,327,-38,228,386,158,59.1,2795,21,14,5.4,3.6,130.6,7.2,6.70,12.3
2002,Bowling Green,227,12,9,3,0,.750,490,304,186,227,398,171,57.0,2758,27,11,6.8,2.8,132.1,6.9,7.04,12.1
2021,Akron,226,12,2,10,0,.167,238,474,-236,226,352,126,64.2,2610,21,5,6.0,1.4,143.3,7.4,7.97,11.5
2021,Toledo,226,13,7,6,0,.538,434,283,151,226,390,164,57.9,3108,22,3,5.6,0.8,142.0,8.0,8.75,13.8
2018,Miami (OH),226,12,6,6,0,.500,337,306,31,226,376,150,60.1,2547,17,4,4.5,1.1,129.8,6.8,7.20,11.3
2017,Bowling Green,226,12,2,10,0,.167,304,456,-152,226,417,191,54.2,2820,21,12,5.0,2.9,121.9,6.8,6.47,12.5
2014,Miami (OH),226,12,2,10,0,.167,268,382,-114,226,468,242,48.3,3333,23,10,4.9,2.1,120.1,7.1,7.14,14.7
2024,Miami (OH),225,14,9,5,0,.643,337,263,74,225,399,174,56.4,3044,23,12,5.8,3.0,133.5,7.6,7.43,13.5
2004,Akron,223,11,6,5,0,.545,271,347,-76,223,352,129,63.4,2635,18,8,5.1,2.3,138.6,7.5,7.49,11.8
2000,Western Michigan,222,12,9,3,0,.750,359,139,220,222,382,160,58.1,2785,17,12,4.5,3.1,127.8,7.3,6.77,12.5
2018,Toledo,220,13,7,6,0,.538,525,397,128,220,395,175,55.7,2963,32,11,8.1,2.8,139.9,7.5,7.87,13.5
2007,Northern Illinois,220,12,2,10,0,.167,229,370,-141,220,378,158,58.2,2429,14,19,3.7,5.0,114.3,6.4,4.90,11.0
2022,Central Michigan,219,12,4,8,0,.333,297,338,-41,219,387,168,56.6,2497,16,10,4.1,2.6,119.3,6.5,6.12,11.4
2001,Toledo,219,11,10,2,0,.833,384,281,103,219,327,108,67.0,2541,18,8,5.5,2.4,145.5,7.8,7.77,11.6
2021,Buffalo,218,12,4,8,0,.333,351,359,-8,218,367,149,59.4,2579,12,11,3.3,3.0,123.2,7.0,6.33,11.8
2007,Temple,218,12,4,8,0,.333,197,315,-118,218,366,148,59.6,2491,15,11,4.1,3.0,124.2,6.8,6.27,11.4
2024,Ohio,217,14,11,3,0,.786,410,254,156,217,345,128,62.9,2694,15,12,4.3,3.5,135.9,7.8,7.11,12.4
2016,Akron,217,12,5,7,0,.417,329,403,-74,217,396,179,54.8,3063,25,14,6.3,3.5,133.5,7.7,7.41,14.1
2009,Kent State,217,12,5,7,0,.417,231,269,-38,217,393,176,55.2,2557,16,16,4.1,4.1,115.2,6.5,5.49,11.8
2006,Eastern Michigan,217,12,1,11,0,.083,167,322,-155,217,370,153,58.6,2046,7,16,1.9,4.3,102.7,5.5,3.96,9.4
2006,Northern Illinois,217,13,7,6,0,.538,331,275,56,217,386,169,56.2,2580,16,15,4.1,3.9,118.3,6.7,5.76,11.9
2024,Northern Illinois,216,13,8,5,0,.615,319,241,78,216,371,155,58.2,2320,16,8,4.3,2.2,120.7,6.3,6.15,10.7
2019,Northern Illinois,215,12,5,7,0,.417,274,338,-64,215,370,155,58.1,2611,14,11,3.8,3.0,123.9,7.1,6.48,12.1
2013,Western Michigan,215,12,1,11,0,.083,206,425,-219,215,438,223,49.1,2532,12,18,2.7,4.1,98.5,5.8,4.48,11.8
2007,Eastern Michigan,215,12,4,8,0,.333,290,374,-84,215,361,146,59.6,2172,17,16,4.7,4.4,116.8,6.0,4.96,10.1
2006,Toledo,215,12,5,7,0,.417,281,332,-51,215,386,171,55.7,2048,13,11,3.4,2.8,105.7,5.3,4.70,9.5
2023,Bowling Green,213,13,7,6,0,.538,340,312,28,213,357,144,59.7,2454,17,14,4.8,3.9,125.3,6.9,6.06,11.5
2017,Miami (OH),213,12,5,7,0,.417,293,289,4,213,388,175,54.9,2852,24,11,6.2,2.8,131.4,7.4,7.31,13.4
2013,Toledo,213,12,7,5,0,.583,396,343,53,213,361,148,59.0,2481,19,10,5.3,2.8,128.6,6.9,6.68,11.6
2024,Western Michigan,212,13,6,7,0,.462,376,407,-31,212,323,111,65.6,2431,18,9,5.6,2.8,141.7,7.5,7.39,11.5
2023,Buffalo,212,12,3,9,0,.250,251,329,-78,212,394,182,53.8,2222,14,11,3.6,2.8,107.3,5.6,5.09,10.5
2016,Buffalo,212,12,2,10,0,.167,198,388,-190,212,397,185,53.4,2406,11,11,2.8,2.8,107.9,6.1,5.37,11.3
2016,Miami (OH),212,13,6,7,0,.462,297,309,-12,212,358,146,59.2,2998,27,7,7.5,2.0,150.5,8.4,9.00,14.1
2023,Northern Illinois,211,13,7,6,0,.538,324,273,51,211,366,155,57.7,2467,15,9,4.1,2.5,122.9,6.7,6.45,11.7
2013,Kent State,209,12,4,8,0,.333,249,323,-74,209,363,154,57.6,2238,14,9,3.9,2.5,117.1,6.2,5.82,10.7
2004,Central Michigan,209,11,4,7,0,.364,260,378,-118,209,375,166,55.7,2482,16,10,4.3,2.7,120.1,6.6,6.27,11.9
2002,Buffalo,209,12,1,11,0,.083,214,416,-202,209,432,223,48.4,2134,13,13,3.0,3.0,93.8,4.9,4.19,10.2
2010,Northern Illinois,208,14,11,3,0,.786,532,265,267,208,329,121,63.2,2655,23,8,7.0,2.4,149.2,8.1,8.37,12.8
2005,Ball State,207,11,4,7,0,.364,233,416,-183,207,338,131,61.2,2079,18,8,5.3,2.4,125.8,6.2,6.15,10.0
2003,Northern Illinois,207,12,10,2,0,.833,386,258,128,207,350,143,59.1,2627,25,10,7.1,2.9,140.0,7.5,7.65,12.7
2001,Bowling Green,207,11,8,3,0,.727,333,215,118,207,340,133,60.9,2387,21,13,6.2,3.8,132.6,7.0,6.54,11.5
2021,Northern Illinois,205,14,9,5,0,.643,451,472,-21,205,355,150,57.7,2623,15,8,4.2,2.3,129.2,7.4,7.22,12.8
2019,Akron,205,12,0,12,0,.000,126,435,-309,205,398,193,51.5,2342,12,14,3.0,3.5,103.9,5.9,4.90,11.4
2019,Ohio,203,13,7,6,0,.538,446,345,101,203,335,132,60.6,2866,21,6,6.3,1.8,149.6,8.6,9.00,14.1
2004,Ball State,203,11,2,9,0,.182,225,405,-180,203,354,151,57.3,2299,14,4,4.0,1.1,122.7,6.5,6.78,11.3
2014,Ohio,202,12,6,6,0,.500,246,298,-52,202,375,173,53.9,2474,11,9,2.9,2.4,114.2,6.6,6.10,12.2
2006,Akron,202,12,5,7,0,.417,236,271,-35,202,384,182,52.6,2720,18,11,4.7,2.9,121.8,7.1,6.73,13.5
2001,Buffalo,202,11,3,8,0,.273,205,286,-81,202,407,205,49.6,2230,10,15,2.5,3.7,96.4,5.5,4.31,11.0
2001,Eastern Michigan,202,11,2,9,0,.182,197,356,-159,202,404,202,50.0,2111,15,14,3.7,3.5,99.2,5.2,4.41,10.5
2007,Akron,201,12,4,8,0,.333,254,350,-96,201,374,173,53.7,2206,15,14,4.0,3.7,109.0,5.9,5.02,11.0
2021,Ohio,200,12,3,9,0,.250,271,364,-93,200,312,112,64.1,2209,11,8,3.5,2.6,130.1,7.1,6.63,11.0
2006,Buffalo,200,12,2,10,0,.167,220,431,-211,200,354,154,56.5,2136,9,13,2.5,3.7,108.2,6.0,4.89,10.7
2000,Miami (OH),200,11,6,5,0,.545,272,286,-14,200,410,210,48.8,2554,15,19,3.7,4.6,103.9,6.2,4.88,12.8
2002,Ball State,199,12,6,6,0,.500,278,333,-55,199,348,149,57.2,2144,20,16,5.7,4.6,118.7,6.2,5.24,10.8
2012,Kent State,198,14,11,3,0,.786,463,343,120,198,358,160,55.3,2275,14,11,3.9,3.1,115.4,6.4,5.75,11.5
2023,Eastern Michigan,197,13,6,7,0,.462,254,347,-93,197,358,161,55.0,1976,10,12,2.8,3.4,103.9,5.5,4.57,10.0
2012,Buffalo,196,12,4,8,0,.333,255,342,-87,196,380,184,51.6,2391,17,10,4.5,2.6,113.9,6.3,6.00,12.2
2006,Bowling Green,195,12,4,8,0,.333,234,340,-106,195,347,152,56.2,2029,12,11,3.5,3.2,110.4,5.8,5.11,10.4
2024,Buffalo,194,13,9,4,0,.692,375,343,32,194,347,153,55.9,2422,19,6,5.5,1.7,129.1,7.0,7.30,12.5
2022,Kent State,194,12,5,7,0,.417,341,348,-7,194,349,155,55.6,2582,17,8,4.9,2.3,129.2,7.4,7.34,13.3
2002,Central Michigan,194,12,4,8,0,.333,267,384,-117,194,374,180,51.9,1994,10,8,2.7,2.1,101.2,5.3,4.90,10.3
2019,Toledo,193,12,6,6,0,.500,327,386,-59,193,339,146,56.9,2515,15,7,4.4,2.1,129.7,7.4,7.37,13.0
2007,Ohio,193,12,6,6,0,.500,366,359,7,193,345,152,55.9,2564,17,13,4.9,3.8,127.1,7.4,6.72,13.3
2013,Central Michigan,192,12,6,6,0,.500,279,343,-64,192,346,154,55.5,2500,15,17,4.3,4.9,120.7,7.2,5.88,13.0
2003,Kent State,192,12,5,7,0,.417,321,396,-75,192,398,206,48.2,2637,16,10,4.0,2.5,112.1,6.6,6.30,13.7
2005,Buffalo,191,11,1,10,0,.091,110,327,-217,191,331,140,57.7,1876,7,15,2.1,4.5,103.2,5.7,4.05,9.8
2009,Akron,190,12,3,9,0,.250,231,345,-114,190,342,152,55.6,2190,12,13,3.5,3.8,113.3,6.4,5.39,11.5
2001,Central Michigan,190,11,3,8,0,.273,251,346,-95,190,364,174,52.2,1987,12,14,3.3,3.8,101.2,5.5,4.39,10.5
2019,Bowling Green,189,12,3,9,0,.250,192,463,-271,189,336,147,56.3,1888,9,15,2.7,4.5,103.4,5.6,4.15,10.0
2003,Central Michigan,189,12,3,9,0,.250,277,428,-151,189,343,154,55.1,2098,17,10,5.0,2.9,117.0,6.1,5.80,11.1
2000,Buffalo,189,11,2,9,0,.182,177,452,-275,189,357,168,52.9,2118,15,18,4.2,5.0,106.6,5.9,4.50,11.2
2018,Akron,187,12,4,8,0,.333,227,326,-99,187,374,187,50.0,2390,16,14,4.3,3.7,110.3,6.4,5.56,12.8
2008,Temple,187,12,5,7,0,.417,281,277,4,187,339,152,55.2,2435,22,13,6.5,3.8,129.2,7.2,6.76,13.0
2022,Northern Illinois,185,12,3,9,0,.250,327,393,-66,185,328,143,56.4,2192,18,14,5.5,4.3,122.1,6.7,5.86,11.8
2018,Ohio,185,13,9,4,0,.692,521,320,201,185,311,126,59.5,2707,25,8,8.0,2.6,154.0,8.7,9.15,14.6
2010,Buffalo,185,12,2,10,0,.167,170,334,-164,185,410,225,45.1,2211,17,23,4.1,5.6,92.9,5.4,3.70,12.0
2022,Miami (OH),184,13,6,7,0,.462,263,294,-31,184,337,153,54.6,2152,15,5,4.5,1.5,120.0,6.4,6.61,11.7
2015,Akron,184,13,8,5,0,.615,311,279,32,184,370,186,49.7,2508,18,12,4.9,3.2,116.2,6.8,6.29,13.6
2023,Central Michigan,183,12,5,7,0,.417,278,373,-95,183,325,142,56.3,2216,15,11,4.6,3.4,122.0,6.8,6.22,12.1
2019,Miami (OH),183,14,8,6,0,.571,338,394,-56,183,337,154,54.3,2495,11,10,3.3,3.0,121.3,7.4,6.72,13.6
2023,Ball State,180,12,4,8,0,.333,219,293,-74,180,304,124,59.2,1639,9,9,3.0,3.0,108.3,5.4,4.65,9.1
2006,Ohio,180,14,9,5,0,.643,276,253,23,180,331,151,54.4,1806,9,15,2.7,4.5,100.1,5.5,3.96,10.0
2003,Eastern Michigan,180,12,3,9,0,.250,205,371,-166,180,332,152,54.2,1844,8,16,2.4,4.8,99.2,5.6,3.87,10.2
2017,Ohio,178,13,9,4,0,.692,508,315,193,178,321,143,55.5,2451,20,9,6.2,2.8,134.5,7.6,7.62,13.8
2013,Eastern Michigan,178,12,2,10,0,.167,226,542,-316,178,336,158,53.0,2137,14,14,4.2,4.2,111.8,6.4,5.32,12.0
2001,Akron,178,11,4,7,0,.364,281,360,-79,178,306,128,58.2,2133,9,8,2.9,2.6,121.2,7.0,6.38,12.0
2015,Miami (OH),177,12,3,9,0,.250,215,384,-169,177,374,197,47.3,2532,18,19,4.8,5.1,109.9,6.8,5.45,14.3
2013,Massachusetts,177,12,1,11,0,.083,140,396,-256,177,339,162,52.2,1877,9,18,2.7,5.3,96.9,5.5,3.68,10.6
2018,Central Michigan,176,12,1,11,0,.083,180,328,-148,176,362,186,48.6,1614,10,18,2.8,5.0,85.2,4.5,2.77,9.2
2008,Northern Illinois,176,13,6,7,0,.462,314,234,80,176,312,136,56.4,2130,13,12,4.2,3.8,119.8,6.8,5.93,12.1
2004,UCF,176,11,0,11,0,.000,175,362,-187,176,302,126,58.3,2013,10,13,3.3,4.3,116.6,6.7,5.39,11.4
2015,Kent State,175,12,3,9,0,.250,157,313,-156,175,343,168,51.0,1657,9,10,2.6,2.9,94.4,4.8,4.04,9.5
2009,Eastern Michigan,175,12,0,12,0,.000,197,459,-262,175,327,152,53.5,1825,9,16,2.8,4.9,99.7,5.6,3.93,10.4
2004,Ohio,175,11,4,7,0,.364,221,271,-50,175,346,171,50.6,2202,14,11,4.0,3.2,111.0,6.4,5.74,12.6
2010,Akron,174,12,1,11,0,.083,187,421,-234,174,349,175,49.9,1861,12,14,3.4,4.0,98.0,5.3,4.21,10.7
2000,Kent State,174,11,1,10,0,.091,128,359,-231,174,340,166,51.2,1720,8,12,2.4,3.5,94.4,5.1,3.94,9.9
2017,Western Michigan,172,12,6,6,0,.500,407,348,59,172,294,122,58.5,1978,19,8,6.5,2.7,130.9,6.7,6.80,11.5
2011,Kent State,172,12,5,7,0,.417,205,291,-86,172,348,176,49.4,1745,11,9,3.2,2.6,96.8,5.0,4.48,10.1
2011,Akron,171,12,1,11,0,.083,170,466,-296,171,376,205,45.5,1960,12,11,3.2,2.9,93.9,5.2,4.53,11.5
2001,Northern Illinois,171,11,6,5,0,.545,303,292,11,171,342,171,50.0,2157,14,9,4.1,2.6,111.2,6.3,5.94,12.6
2010,Temple,169,12,8,4,0,.667,300,229,71,169,297,128,56.9,2206,15,13,5.1,4.4,127.2,7.4,6.47,13.1
2000,Toledo,169,11,10,1,0,.909,400,125,275,169,300,131,56.3,1658,13,4,4.3,1.3,114.4,5.5,5.79,9.8
2009,Northern Illinois,168,13,7,6,0,.538,372,281,91,168,274,106,61.3,1950,14,8,5.1,2.9,132.1,7.1,6.82,11.6
2004,Northern Illinois,168,12,9,3,0,.750,421,304,117,168,305,137,55.1,2407,22,11,7.2,3.6,138.0,7.9,7.71,14.3
2000,Central Michigan,168,11,2,9,0,.182,137,376,-239,168,328,160,51.2,1970,10,7,3.0,2.1,107.5,6.0,5.66,11.7
2024,Central Michigan,167,12,4,8,0,.333,271,356,-85,167,302,135,55.3,1961,11,12,3.6,4.0,113.9,6.5,5.43,11.7
2022,Western Michigan,167,12,5,7,0,.417,228,289,-61,167,335,168,49.9,1988,10,13,3.0,3.9,101.8,5.9,4.79,11.9
2014,Eastern Michigan,167,12,2,10,0,.167,182,491,-309,167,320,153,52.2,1821,13,11,4.1,3.4,106.5,5.7,4.96,10.9
2010,Ball State,166,12,4,8,0,.333,264,365,-101,166,309,143,53.7,1843,18,16,5.8,5.2,112.7,6.0,4.80,11.1
2023,Miami (OH),165,14,11,3,0,.786,359,223,136,165,293,128,56.3,2316,16,7,5.5,2.4,136.0,7.9,7.92,14.0
2008,Kent State,165,12,4,8,0,.333,308,380,-72,165,300,135,55.0,2036,14,11,4.7,3.7,120.1,6.8,6.07,12.3
2020,Ball State,164,8,7,1,0,.875,274,206,68,164,251,87,65.3,2164,17,6,6.8,2.4,155.3,8.6,8.90,13.2
2007,Kent State,162,12,3,9,0,.250,259,350,-91,162,314,152,51.6,1997,13,15,4.1,4.8,109.1,6.4,5.04,12.3
2023,Kent State,160,12,1,11,0,.083,176,415,-239,160,305,145,52.5,1974,11,6,3.6,2.0,114.8,6.5,6.31,12.3
2009,Ball State,160,12,2,10,0,.167,230,338,-108,160,314,154,51.0,1613,9,14,2.9,4.5,94.6,5.1,3.70,10.1
2012,Eastern Michigan,159,12,2,10,0,.167,256,451,-195,159,308,149,51.6,2059,19,15,6.2,4.9,118.4,6.7,5.73,12.9
2010,Ohio,159,13,8,5,0,.615,357,309,48,159,272,113,58.5,2110,20,20,7.4,7.4,133.2,7.8,5.92,13.3
2001,Ball State,159,11,5,6,0,.455,268,296,-28,159,305,146,52.1,1953,13,15,4.3,4.9,110.1,6.4,5.04,12.3
2000,Ball State,157,11,5,6,0,.455,209,349,-140,157,275,118,57.1,1704,13,17,4.7,6.2,112.4,6.2,4.36,10.9
2003,Buffalo,155,12,1,11,0,.083,177,445,-268,155,304,149,51.0,1461,6,7,2.0,2.3,93.3,4.8,4.16,9.4
2000,Bowling Green,151,11,2,9,0,.182,174,289,-115,151,312,161,48.4,1801,8,12,2.6,3.8,97.7,5.8,4.55,11.9
2019,Buffalo,150,13,8,5,0,.615,409,277,132,150,278,128,54.0,1795,14,6,5.0,2.2,120.5,6.5,6.49,12.0
2010,Eastern Michigan,150,12,2,10,0,.167,228,527,-299,150,282,132,53.2,1921,14,14,5.0,5.0,116.9,6.8,5.57,12.8
