Rank,Class Rk,Year,Player Name,Tier,WR Grade,Overall,Z-Score,School,Conf Rk,DOB,Age,Year,Draft Age,Type,Build,Separator,Height,Weight,BMI,40 Time,Draft Cap,DOM1,DOM2,DOM3,DOM4,DOM5,TDOM,DOM+,Breakout,Y/RR,YAC/R,aDOT,EPA/P,aYPTPA,CTPRR,UCTPRR,Drop%,CC%,Wide %,Slot %,Speed,HaSS
521,47,2022,Tay Martin,Purgatory,4.21,15.10,-2.43,Oklahoma State,3,12/14/98,26.81,SR,23.39,Wide,PROTO X,Elite Earner,75,185,23.12,4.6,0,7.67%,14.10%,9.92%,5.65%,32.22%,32.22%,30.61%,22.73,2.63,2.90,13.90,0.00,0.00,7%,23%,11.10%,0.0%,95.00%,5.00%,82.64,85.18
521,60,2023,Kearis Jackson,Purgatory,4.21,15.10,-2.43,Georgia,1,12/9/99,25.82,RS SR,23.40,Slot,PROTO Z,Elite Separator,71,196,27.34,4.55,0,0.00%,2.53%,20.57%,5.13%,7.14%,13.86%,13.86%,20.76,2.33,6.20,10.70,0.10,0.65,2%,21%,4.50%,0.0%,9.60%,89.70%,91.46,86.84
523,47,2020,Darrell Stewart Jr.,Purgatory,4.20,14.90,-2.43,Michigan State,2,7/14/96,29.22,RS SR,23.79,Hybrid,PROTO Z,Elite Earner,72,212,28.75,4.52,0,0.00%,1.09%,17.91%,14.62%,21.90%,21.90%,21.90%,23.16,2.82,4.80,10.60,0.46,2.14,6%,29%,19.40%,0.0%,37.75%,62.10%,101.58,98.49
524,61,2023,Brian Cobbs,Purgatory,4.19,14.70,-2.43,Utah State,7,10/18/99,25.96,RS SR,23.54,Hybrid,SLOB,Elite Earner,74,210,26.96,4.65,0,6.37%,11.64%,14.24%,8.61%,36.37%,36.37%,27.64%,22.87,2.14,6.20,12.70,0.90,2.24,5%,22%,6.20%,0.0%,63.70%,36.10%,89.83,90.75
525,62,2023,Nikko Remigio,Purgatory,4.18,14.60,-2.44,Fresno State,7,11/4/99,25.92,RS SR,23.49,Slot,RAT,Elite Separator,70,190,27.26,4.56,0,2.57%,18.85%,11.67%,5.60%,22.49%,22.49%,17.09%,22.83,2.50,5.90,6.90,0.81,1.81,2%,26%,3.90%,0.0%,12.85%,84.60%,87.89,81.68
526,46,2020,K.J. Hill,Purgatory,4.18,14.40,-2.44,Ohio State,2,9/15/97,28.05,RS SR,22.62,Slot,BALL HOG,Poor Earner,72,194,26.31,4.6,7,0.00%,9.42%,14.92%,17.35%,17.26%,17.31%,17.31%,N/A,3.06,7.80,9.10,0.68,1.58,2%,19%,3.40%,0.0%,3.70%,94.55%,86.66,84.02
527,57,2025,Kaden Prather,Purgatory,4.17,14.30,-2.44,Maryland,2,9/6/02,23.07,SR,22.65,Wide,DEEP,Poor Earner,75,204,25.50,4.46,7,0.00%,5.43%,18.35%,18.37%,18.74%,18.74%,18.74%,N/A,1.82,4.40,16.30,1.30,2.07,3%,14%,1.80%,0.0%,90.45%,9.55%,103.11,106.29
528,37,2018,Braxton Berrios,Purgatory,4.17,14.10,-2.45,Miami,4,10/6/95,30.00,SR,22.57,Hybrid,RAT,Poor Earner,69,190,28.06,4.44,6,0.00%,7.14%,2.39%,4.99%,21.54%,21.54%,20.46%,21.93,1.69,4.70,16.00,0.62,1.58,2%,18%,6.80%,0.0%,43.75%,56.25%,97.78,88.94
529,63,2023,Ty Scott,Purgatory,4.16,13.90,-2.45,Missouri State,11,3/27/99,26.52,JR,24.10,Hybrid,PROTO X,Poor Earner,75,200,25.00,4.59,0,0.31%,18.41%,2.88%,40.88%,24.83%,32.85%,19.71%,22.44,2.60,6.70,10.70,0.00,0.00,2%,-2%,11.30%,0.0%,73.30%,26.55%,90.12,92.89
530,47,2026,Jaden Bray,Purgatory,4.15,13.80,-2.46,West Virginia,3,8/6/02,23.16,RS SR,23.74,Wide,DEEP,Poor Separator,74,200,25.68,4.5,0,8.98%,6.44%,13.82%,6.71%,0.00%,10.26%,9.75%,N/A,1.76,12.50,24.80,0.00,0.00,6%,4%,33.30%,0.0%,92.60%,7.40%,97.55,98.54
531,64,2023,Jaray Jenkins,Purgatory,4.15,13.60,-2.46,LSU,1,1/4/00,25.75,SR,23.33,Wide,SLOB,Poor Separator,74,204,26.19,4.6,0,0.00%,1.11%,12.72%,15.17%,10.72%,12.94%,12.94%,N/A,1.78,4.10,14.60,1.50,1.37,4%,10%,6.90%,0.0%,86.05%,13.80%,91.12,92.05
532,48,2026,Colbie Young,Purgatory,4.14,13.40,-2.46,Georgia,1,7/24/02,23.19,SR,23.78,Wide,SLOB,Poor Separator,77,215,25.49,4.5,0,0.00%,15.73%,18.54%,10.60%,0.00%,14.57%,14.57%,N/A,1.86,5.20,15.40,0.00,0.00,11%,12%,8.30%,0.0%,96.30%,3.70%,104.86,112.44
533,65,2023,Duece Watts,Purgatory,4.13,13.30,-2.47,Tulane,6,12/23/98,26.78,SR,24.36,Wide,DEEP,Poor Separator,74,195,25.04,4.59,0,0.00%,0.00%,24.15%,18.65%,19.83%,21.99%,18.69%,21.72,2.36,7.80,16.50,0.89,1.97,6%,15%,17.50%,0.0%,82.85%,17.15%,87.86,88.76
534,29,2016,Devin Fuller,Purgatory,4.12,13.10,-2.48,UCLA,5,1/29/94,31.68,SR,22.26,Hybrid,PROTO Z,N/A,72,194,26.31,4.39,7,0.00%,5.72%,15.61%,13.13%,8.15%,11.88%,11.28%,N/A,1.55,7.80,10.60,0.00,0.00,N/A,N/A,0.00%,0.0%,44.20%,54.30%,104.47,101.28
535,58,2025,Jeremiah Hunter,Purgatory,4.10,13.00,-2.48,Washington,2,4/12/02,23.48,RS SR,23.06,Wide,PROTO Z,Poor Earner,73,208,27.44,4.75,0,0.00%,21.89%,30.01%,24.82%,14.40%,22.20%,22.20%,19.40,1.75,4.90,12.10,0.98,0.70,2%,12%,0.00%,0.0%,82.80%,17.10%,81.72,80.89
536,49,2026,Dillon Bell,Purgatory,4.10,12.80,-2.49,Georgia,1,11/6/03,21.91,SR,22.49,Wide,PROTO Z,Poor Separator,73,210,27.71,4.5,0,0.00%,4.12%,8.28%,13.25%,0.00%,13.25%,13.25%,N/A,1.53,6.30,11.40,0.00,0.00,8%,12%,9.80%,0.0%,92.80%,7.20%,102.42,101.38
537,50,2017,James Quick,Purgatory,4.10,12.60,-2.49,Louisville,4,10/6/94,31.00,SR,22.57,Hybrid,DEEP,N/A,74,172,22.08,4.60,0,0.00%,3.09%,17.28%,19.59%,20.36%,20.36%,19.34%,21.93,2.30,7.30,16.10,0.79,1.95,N/A,N/A,15.10%,0.0%,56.40%,69.30%,76.83,77.61
538,59,2025,Efton Chism,Purgatory,4.07,12.50,-2.50,Eastern Washington,11,10/26/01,23.94,RS SR,23.52,Slot,RAT,Elite Separator,70,198,28.41,4.71,0,9.92%,14.12%,23.86%,32.41%,50.64%,50.64%,25.32%,20.85,3.45,6.70,6.70,0.00,0.00,3%,35%,2.40%,0.0%,16.05%,82.00%,80.47,74.79
539,48,2022,Josh Johnson,Purgatory,4.07,12.30,-2.50,Tulsa,6,10/10/99,25.98,RS SR,22.56,Slot,BALL HOG,Poor Earner,71,171,23.85,4.5,0,0.00%,0.27%,14.66%,21.93%,33.41%,33.41%,28.39%,20.92,2.43,4.40,11.80,0.66,2.72,0%,4%,8.60%,0.0%,0.75%,49.25%,83.40,79.18
540,60,2025,Jackson Meeks,Purgatory,4.01,12.10,-2.54,Syracuse,4,3/24/03,22.53,SR,22.11,Wide,SLOB,Poor Separator,74,210,26.96,4.64,0,0.00%,1.94%,1.46%,0.63%,21.21%,21.21%,20.15%,21.45,2.28,4.20,9.20,0.00,0.00,8%,18%,6.10%,0.0%,87.05%,12.85%,90.61,91.54
541,50,2026,Latrell Caples,Purgatory,3.99,12.00,-2.55,Boise State,7,6/1/02,23.34,RS SR,23.92,Hybrid,PROTO Z,Poor Earner,72,191,25.90,4.5,0,3.07%,20.58%,0.00%,16.13%,0.00%,18.35%,13.95%,20.27,1.61,2.10,12.30,0.00,0.00,3%,16%,7.30%,0.0%,36.40%,63.60%,93.16,90.32
542,66,2023,Khaleb Hood,Purgatory,3.99,11.80,-2.55,Georgia Southern,8,6/15/99,26.30,SR,23.88,Slot,RAT,Elite Earner,70,175,25.11,4.5,0,0.00%,10.12%,16.54%,28.16%,21.43%,24.79%,18.84%,22.22,1.85,6.00,7.60,0.54,1.81,4%,21%,5.40%,0.0%,31.15%,68.35%,85.35,79.33
543,45,2021,Jhamon Ausbon,Purgatory,3.96,11.70,-2.57,Texas A&M,1,9/3/99,26.08,SR,21.67,Hybrid,SLOB,Poor Separator,74,217,27.58,4.72,0,0.00%,17.48%,11.42%,28.50%,0.00%,28.50%,28.50%,20.01,1.94,3.00,11.20,0.71,1.93,6%,15%,9.60%,0.0%,40.55%,9.45%,87.44,89.02
544,49,2022,Montrell Washington,Purgatory,3.93,11.50,-2.58,Samford,11,3/14/98,27.56,SR,24.14,N/A,RAT,Elite Separator,70,170,24.39,4.48,5,0.00%,1.44%,12.02%,12.05%,25.26%,25.26%,15.16%,23.48,3.00,8.00,0.00,0.00,0.00,3%,26%,0.00%,0.0%,0.00%,0.00%,84.40,78.45
545,51,2026,CJ Daniels,Purgatory,3.92,11.30,-2.59,Miami,4,1/4/00,25.75,RS SR,26.33,Wide,PROTO Z,Poor Earner,73,195,25.73,4.5,0,18.97%,4.38%,36.91%,13.84%,19.02%,25.38%,24.11%,23.67,3.94,5.90,10.80,0.00,0.00,2%,14%,0.00%,0.0%,82.00%,18.00%,95.11,94.14
546,38,2018,Davon Grayson,Purgatory,3.92,11.20,-2.59,ECU,6,9/5/95,30.08,SR,22.65,Hybrid,PROTO Z,Poor Separator,74,174,22.34,4.52,0,0.42%,5.32%,13.27%,0.00%,23.22%,23.22%,19.74%,22.02,2.24,5.20,14.00,0.86,1.79,8%,15%,9.20%,0.0%,47.20%,2.70%,83.37,84.23
547,45,2024,Marcus Rosemy-Jacksaint,Purgatory,3.91,11.00,-2.59,Georgia,1,1/8/02,23.73,SR,22.32,Wide,PROTO Z,Poor Separator,73,206,27.18,4.59,7,0.00%,4.13%,2.87%,7.59%,13.48%,13.48%,13.48%,N/A,2.47,4.80,11.70,0.00,0.00,5%,16%,0.00%,0.0%,85.90%,14.10%,92.82,91.88
548,50,2022,Dontario Drummond,Purgatory,3.90,10.80,-2.60,Ole Miss,1,8/22/97,28.12,SR,24.70,Hybrid,BALL HOG,Elite Separator,73,220,29.03,4.65,0,0.00%,0.00%,8.08%,13.43%,28.77%,28.77%,28.77%,24.04,2.58,9.50,12.80,0.99,2.56,2%,21%,7.30%,0.0%,60.50%,36.70%,94.11,93.15
549,67,2023,Jalen Brooks,Purgatory,3.88,10.70,-2.61,South Carolina,1,5/7/00,25.41,RS SR,22.99,Slot,PROTO Z,Poor Earner,73,201,26.52,4.69,7,0.00%,0.00%,10.68%,17.99%,15.99%,16.99%,16.99%,N/A,1.76,6.80,11.40,0.65,1.35,2%,14%,5.70%,0.0%,18.00%,80.15%,83.09,82.24
550,39,2018,Simmie Cobbs Jr.,Purgatory,3.87,10.50,-2.62,Indiana,2,8/25/95,30.11,SR,22.68,Hybrid,SLOB,Poor Separator,75,220,27.50,4.64,0,0.00%,0.00%,2.98%,29.08%,26.38%,27.73%,27.73%,21.03,1.53,2.70,11.20,0.48,1.68,7%,15%,11.10%,0.0%,45.05%,4.95%,94.93,97.85
551,43,2019,John Ursua,Purgatory,3.86,10.40,-2.62,Hawaii,7,1/17/94,31.72,JR,25.28,Slot,BALL HOG,Elite Separator,69,182,26.88,4.56,7,0.00%,0.00%,20.47%,23.70%,30.92%,30.92%,23.50%,22.64,3.49,8.20,12.10,0.67,3.10,4%,22%,12.70%,0.0%,3.45%,96.15%,84.19,76.57
552,51,2022,Jalen Virgil,Purgatory,3.86,10.20,-2.63,App State,8,7/13/98,27.23,RS SR,23.81,Wide,DEEP,Elite Earner,73,209,27.57,4.35,0,12.95%,9.60%,13.56%,10.02%,6.48%,10.02%,7.62%,N/A,1.99,5.40,17.90,0.52,1.09,5%,20%,16.70%,0.0%,87.80%,12.20%,116.74,115.55
553,61,2025,Kelly Akharaiyi,Purgatory,3.76,10.00,-2.68,Mississippi State,1,2/5/00,25.66,SR,25.24,Wide,PROTO Z,Poor Separator,72,201,27.26,4.61,0,0.00%,0.00%,10.30%,39.08%,14.85%,26.97%,26.97%,23.58,3.00,7.60,15.90,1.54,0.00,4%,11%,3.80%,0.0%,80.70%,19.30%,89.01,86.30
554,52,2026,Adam Randall,Purgatory,3.75,9.90,-2.68,Clemson,4,7/14/04,21.22,SR,21.80,Wide,SLOB,Poor Separator,74,230,29.53,4.5,0,0.00%,4.59%,8.42%,6.22%,0.00%,7.32%,6.95%,N/A,1.19,5.70,8.10,0.00,0.00,5%,16%,11.80%,0.0%,91.80%,8.20%,112.18,113.32
555,46,2024,Lawrence Keys III,Purgatory,3.75,9.70,-2.69,Tulane,6,12/9/99,25.82,RS SR,24.40,Wide,DEEP,Elite Earner,70,173,24.82,4.45,0,5.90%,4.30%,0.00%,9.49%,27.86%,27.86%,23.68%,23.73,2.77,9.00,16.20,0.73,2.66,5%,22%,2.90%,0.0%,79.40%,20.40%,88.23,82.01
556,62,2025,Bru McCoy,Purgatory,3.75,9.50,-2.69,Tennessee,1,6/22/00,25.28,RS SR,24.86,Wide,SLOB,Poor Earner,74,209,26.83,4.50,0,12.32%,0.00%,15.73%,17.85%,17.78%,17.81%,17.81%,N/A,1.71,6.30,12.50,0.58,0.49,3%,19%,4.90%,0.0%,93.35%,6.65%,101.94,102.98
557,40,2018,Austin Proehl,Purgatory,3.73,9.40,-2.70,North Carolina,4,10/11/95,29.98,SR,22.56,Wide,RAT,Poor Separator,70,174,24.97,4.41,7,0.00%,2.93%,6.12%,15.67%,12.46%,14.06%,13.36%,N/A,2.32,4.60,13.50,0.80,1.57,4%,18%,0.00%,0.0%,75.70%,21.80%,92.01,85.51
558,51,2017,Michael Rector,Purgatory,3.72,9.20,-2.71,Stanford,5,12/16/93,31.80,SR,23.38,Wide,DEEP,N/A,73,187,24.67,4.42,0,0.00%,15.55%,10.84%,18.85%,17.85%,18.35%,17.43%,N/A,2.18,3.40,18.30,0.38,1.31,N/A,N/A,8.60%,0.0%,83.40%,12.90%,97.99,96.99
559,41,2018,Robert Foster,Purgatory,3.71,9.10,-2.71,Alabama,1,5/7/94,31.41,SR,23.99,Wide,PROTO Z,Poor Earner,74,196,25.16,4.41,0,0.00%,1.13%,3.40%,1.74%,6.43%,6.43%,6.43%,N/A,1.10,10.40,12.30,0.48,0.74,2%,9%,17.60%,0.0%,91.60%,7.20%,103.64,104.70
560,48,2020,Binjimen Victor,Purgatory,3.69,8.90,-2.72,Ohio State,2,1/15/97,28.72,SR,23.28,Wide,PROTO X,Elite Separator,76,198,24.10,4.6,0,0.00%,2.30%,9.49%,6.94%,15.55%,15.55%,15.55%,N/A,2.58,4.70,15.70,1.20,1.61,4%,19%,7.90%,0.0%,86.35%,13.65%,88.44,92.99
561,30,2015,Kaelin Clay,Purgatory,3.68,8.70,-2.72,Utah,5,1/2/92,33.76,SR,23.33,Slot,PROTO Z,N/A,70,195,27.98,4.51,6,0.00%,0.00%,0.00%,0.00%,20.23%,20.23%,19.22%,22.68,1.59,5.70,10.20,0.00,0.00,N/A,N/A,8.50%,0.0%,10.30%,89.70%,94.27,87.61
562,63,2025,Traeshon Holden,Purgatory,3.68,8.60,-2.73,Oregon,2,8/12/01,24.14,SR,23.72,Hybrid,SLOB,Poor Earner,74,205,26.32,4.57,0,0.00%,4.71%,11.76%,9.26%,19.76%,19.76%,19.76%,N/A,1.99,6.80,11.50,1.23,0.00,2%,13%,6.30%,0.0%,67.35%,32.20%,94.00,94.96
563,49,2020,Juwan Johnson,Purgatory,3.67,8.40,-2.73,Oregon,5,9/13/96,29.06,RS SR,23.62,Wide,SLOB,Poor Separator,76,231,28.12,4.58,0,0.00%,1.92%,18.58%,12.42%,12.92%,15.75%,14.96%,N/A,2.01,5.70,13.30,0.51,1.99,6%,16%,21.10%,0.0%,93.90%,5.90%,105.00,110.40
564,53,2026,Tyler Brown,Purgatory,3.66,8.20,-2.74,Clemson,4,6/14/05,20.30,JR,20.88,Slot,RAT,Poor Separator,71,180,25.10,4.42,0,0.00%,0.00%,17.88%,1.80%,15.01%,9.84%,9.35%,N/A,1.38,5.20,4.20,0.00,0.00,8%,6%,0.00%,0.0%,7.40%,92.60%,94.32,89.55
565,54,2026,Donavon Greene,Purgatory,3.64,8.10,-2.75,Virginia Tech,4,12/11/00,24.81,RS SR,25.39,Wide,PROTO Z,Poor Separator,74,200,25.68,4.5,0,22.98%,15.83%,0.00%,18.69%,0.00%,20.84%,19.79%,20.74,1.95,4.90,12.20,0.00,0.00,7%,13%,11.50%,0.0%,85.20%,14.30%,97.55,98.54
566,64,2025,Josh Kelly,Purgatory,3.63,7.90,-2.76,Texas Tech,3,7/1/01,24.26,RS SR,23.84,Hybrid,BALL HOG,Elite Separator,73,186,24.54,4.70,0,15.44%,18.22%,12.75%,27.55%,29.55%,29.55%,28.07%,22.17,2.26,6.70,11.40,1.07,0.00,3%,23%,6.30%,0.0%,49.50%,50.50%,76.23,75.46
567,55,2026,DeAndre Moore Jr.,Purgatory,3.59,7.80,-2.78,Texas,1,6/1/04,21.34,JR,21.92,Slot,PROTO Z,Poor Earner,72,195,26.45,4.5,0,0.00%,0.00%,0.00%,10.22%,0.00%,10.22%,10.22%,N/A,1.40,5.60,9.90,0.00,0.00,3%,15%,11.40%,0.0%,15.90%,83.80%,95.11,92.21
568,47,2024,Corey Crooms,Purgatory,3.53,7.60,-2.81,Minnesota,2,4/17/00,25.46,RS SR,24.04,Slot,PROTO Z,Poor Separator,72,194,26.31,4.63,0,4.73%,2.11%,23.30%,41.14%,20.17%,30.65%,30.65%,21.39,2.06,5.10,13.40,0.90,2.43,5%,18%,12.50%,0.0%,23.20%,76.50%,84.43,81.86
569,66,2025,Xavier Guillory,Purgatory,3.52,7.40,-2.82,Arizona State,3,7/13/01,24.22,SR,23.81,Wide,SLOB,Poor Earner,74,201,25.81,4.56,0,12.07%,12.60%,36.63%,11.94%,11.36%,24.00%,22.80%,21.14,0.94,3.80,16.00,0.94,0.04,2%,9%,8.30%,0.0%,79.10%,20.90%,92.98,93.93
570,68,2023,Terrell Bynum,Purgatory,3.51,7.30,-2.82,USC,5,8/3/98,27.17,RS SR,24.75,Slot,PROTO Z,Poor Earner,73,190,25.07,4.5,0,0.00%,11.63%,19.13%,16.26%,3.39%,11.26%,10.70%,N/A,1.79,6.40,10.40,0.83,1.79,3%,12%,7.10%,0.0%,31.45%,68.05%,92.67,91.72
571,67,2025,Zakhari Franklin,Purgatory,3.50,7.10,-2.83,Illinois,2,10/15/00,24.97,RS SR,24.55,Wide,PROTO Z,Elite Earner,73,204,26.91,4.62,0,34.42%,39.33%,26.79%,3.24%,24.03%,31.68%,31.68%,19.90,1.98,3.40,12.50,1.21,0.00,7%,21%,9.80%,0.0%,85.40%,13.50%,89.56,88.64
572,31,2015,Evan Spencer,Purgatory,3.50,6.90,-2.83,Ohio State,2,5/26/93,32.36,SR,21.93,Hybrid,PROTO Z,N/A,74,208,26.71,4.45,6,0.00%,6.14%,6.81%,10.62%,4.02%,7.32%,7.32%,N/A,0.55,5.40,12.40,0.00,0.00,N/A,N/A,11.80%,0.0%,65.40%,33.60%,106.08,107.17
573,48,2024,Devaughn Vele,Purgatory,3.42,6.80,-2.87,Utah,5,12/12/97,27.81,RS SR,26.39,Hybrid,PROTO X,Poor Separator,76,203,24.71,4.47,0,0.00%,1.11%,12.97%,19.92%,35.77%,35.77%,33.98%,25.73,1.81,3.40,12.20,0.85,2.15,4%,17%,4.40%,0.0%,66.20%,33.20%,101.69,106.93
574,49,2024,Jaylon Robinson,Purgatory,3.41,6.60,-2.88,TCU,3,6/26/00,25.27,RS SR,23.85,Hybrid,PROTO Z,Poor Separator,69,190,28.06,4.56,0,0.00%,27.42%,12.01%,0.93%,12.72%,20.07%,19.06%,20.21,1.27,3.80,12.60,0.88,1.79,5%,12%,13.50%,0.0%,44.05%,53.90%,87.89,79.94
575,46,2021,T.J. Vasher,Purgatory,3.35,6.50,-2.92,Texas Tech,3,8/29/98,27.10,RS SR,22.68,Wide,SLOB,Poor Separator,78,203,23.68,4.5,0,0.16%,12.56%,16.24%,13.22%,8.51%,12.37%,11.76%,N/A,1.63,6.00,10.50,0.50,1.11,5%,17%,13.60%,0.0%,83.75%,16.25%,99.01,107.47
576,30,2016,Kenny Lawler,Purgatory,3.33,6.30,-2.93,California,5,6/25/94,31.28,JR,21.85,Wide,SLOB,N/A,74,203,26.06,4.64,7,0.00%,0.00%,9.52%,18.46%,13.46%,15.96%,15.16%,N/A,2.04,3.40,12.70,0.00,0.00,N/A,N/A,0.00%,0.0%,98.70%,1.15%,87.59,88.49
577,44,2019,Johnnie Dixon,Purgatory,3.30,6.10,-2.94,Ohio State,2,9/16/94,31.05,RS SR,24.62,Wide,RAT,Poor Earner,71,198,27.62,4.41,0,0.00%,1.18%,0.93%,11.47%,13.12%,13.12%,13.12%,N/A,1.94,9.10,16.20,1.16,1.32,2%,15%,6.70%,0.0%,91.00%,8.85%,104.70,99.40
578,42,2018,Ka'Raun White,Purgatory,3.24,6.00,-2.98,West Virginia,3,7/4/93,32.25,SR,24.83,Wide,PROTO Z,Poor Separator,73,205,27.05,4.52,0,0.00%,0.00%,8.41%,17.44%,24.97%,24.97%,23.72%,24.19,2.03,5.10,15.90,0.73,2.09,8%,14%,12.90%,0.0%,93.80%,6.00%,98.23,97.23
579,52,2022,K.D. Nixon,Purgatory,3.17,5.80,-3.02,USC,5,2/21/99,26.62,RS SR,23.20,Hybrid,DEEP,Poor Separator,68,190,28.89,4.57,0,0.54%,21.24%,16.27%,10.92%,0.98%,11.11%,10.55%,19.54,1.35,6.30,16.60,0.43,1.16,4%,13%,25.00%,0.0%,50.55%,48.40%,87.12,77.53
580,50,2024,Devin Carter,Purgatory,3.14,5.60,-3.04,West Virginia,3,6/1/00,25.34,RS SR,23.92,Hybrid,SLOB,Elite Earner,75,214,26.75,4.66,0,16.59%,15.13%,16.01%,13.81%,20.30%,20.30%,19.28%,23.25,2.36,5.60,16.40,1.42,1.75,7%,20%,6.90%,0.0%,65.95%,34.05%,90.76,93.55
581,56,2026,Cyrus Allen,Purgatory,3.13,5.50,-3.04,Cincinnati,3,6/1/00,25.34,SR,25.92,Hybrid,PROTO Z,Poor Earner,72,185,25.09,4.5,0,0.00%,18.78%,27.25%,13.22%,0.00%,20.23%,19.22%,23.27,2.03,5.70,14.10,0.00,0.00,2%,17%,10.00%,0.0%,68.90%,31.10%,90.23,87.48
582,57,2026,Jonathan Brady,Purgatory,3.09,5.30,-3.07,Indiana,2,6/1/03,22.34,SR,22.92,Wide,PROTO Z,Poor Separator,70,180,25.83,4.5,0,0.00%,13.82%,19.46%,11.48%,0.00%,15.47%,15.47%,N/A,1.96,7.90,9.30,0.00,0.00,5%,11%,0.00%,0.0%,94.30%,5.40%,87.79,81.60
583,50,2020,Kendrick Rogers,Purgatory,3.08,5.20,-3.07,Texas A&M,1,8/7/97,28.16,RS JR,22.73,Wide,SLOB,Poor Earner,76,204,24.83,4.51,0,0.00%,0.00%,3.03%,10.23%,11.47%,11.47%,11.47%,N/A,1.48,3.60,15.10,0.64,1.06,3%,13%,9.10%,0.0%,80.15%,19.85%,98.62,103.69
584,58,2026,Trebor Pena,Purgatory,3.06,5.00,-3.08,Penn State,2,2/21/02,23.61,RS SR,24.19,Slot,RAT,Poor Separator,72,186,25.23,4.5,0,7.19%,7.96%,0.00%,22.92%,22.71%,22.82%,22.82%,22.54,2.08,5.70,8.70,0.00,0.00,4%,16%,5.60%,0.0%,20.30%,79.30%,90.72,87.96
585,59,2026,Kobe Prentice,Purgatory,3.05,4.80,-3.09,Baylor,3,3/10/04,21.56,SR,22.15,Slot,RAT,Elite Separator,70,182,26.11,4.5,0,0.00%,9.21%,10.96%,5.37%,10.60%,10.78%,10.24%,N/A,2.85,5.70,8.30,0.00,0.00,2%,26%,8.30%,0.0%,9.20%,89.20%,88.77,82.50
586,43,2018,Russell Gage,Purgatory,3.05,4.70,-3.09,LSU,1,1/22/96,29.70,SR,22.27,Hybrid,PROTO Z,Poor Earner,72,183,24.82,4.42,6,0.00%,0.00%,0.00%,2.72%,10.78%,10.78%,10.78%,N/A,1.47,2.00,12.00,0.46,0.95,3%,17%,8.70%,0.0%,65.55%,31.75%,95.89,92.97
587,49,2017,Ricky Seals-Jones,Purgatory,3.04,4.50,-3.09,Texas A&M,1,3/15/95,30.56,RS JR,22.13,Slot,SLOB,N/A,77,225,26.68,4.69,0,0.00%,1.83%,11.71%,16.85%,10.04%,13.45%,13.45%,N/A,1.34,5.70,11.20,0.52,1.02,N/A,N/A,10.30%,0.0%,1.90%,92.65%,93.01,99.73
588,47,2021,Tyler Vaughns,Purgatory,3.04,4.30,-3.10,USC,5,6/1/97,28.34,RS SR,23.93,Wide,BALL HOG,Elite Separator,74,184,23.62,4.69,0,0.00%,19.33%,22.55%,20.89%,21.19%,21.87%,20.78%,21.27,1.94,4.00,12.00,0.70,1.90,4%,20%,5.70%,0.0%,98.10%,1.90%,76.06,76.84
589,53,2022,Kaylon Geiger,Purgatory,3.03,4.20,-3.10,Texas Tech,3,11/1/97,27.92,RS SR,24.50,Hybrid,PROTO Z,Poor Separator,70,181,25.97,4.5,0,0.00%,0.00%,23.23%,23.56%,16.45%,20.00%,19.00%,21.84,2.07,6.00,12.60,0.69,1.78,4%,17%,2.20%,0.0%,44.25%,54.65%,88.28,82.05
590,60,2026,Jayden McGowan,Purgatory,3.03,4.00,-3.10,Charlotte,10,6/1/00,25.34,SR,25.92,Hybrid,SLOB,Poor Earner,77,220,26.09,4.5,0,0.00%,20.47%,14.27%,0.00%,0.00%,10.23%,7.16%,22.27,1.36,6.10,1.00,0.00,0.00,0%,0%,0.00%,0.0%,37.50%,62.50%,107.30,115.06
591,48,2021,Frank Darby,Purgatory,3.01,3.90,-3.11,Arizona State,5,9/8/97,28.07,SR,23.65,Wide,DEEP,Elite Separator,72,201,27.26,4.61,6,0.00%,7.04%,13.92%,19.04%,5.92%,12.48%,11.86%,N/A,1.73,5.10,18.10,0.66,1.69,2%,20%,14.30%,0.0%,94.65%,5.35%,89.01,86.30
592,54,2022,Demetris Robertson,Purgatory,2.97,3.70,-3.14,Auburn,1,9/13/97,28.06,SR,24.64,Hybrid,PROTO Z,Poor Earner,72,185,25.09,4.35,0,2.25%,0.00%,10.67%,4.40%,15.67%,15.67%,15.67%,N/A,1.86,4.60,12.00,0.68,1.19,4%,16%,11.90%,0.0%,56.50%,43.35%,103.33,100.19
593,51,2020,Lawrence Cager,Purgatory,2.94,3.50,-3.15,Georgia,1,8/20/97,28.12,RS SR,22.69,Wide,SLOB,Poor Separator,77,220,26.09,4.67,0,1.94%,0.00%,7.52%,17.20%,15.25%,16.22%,16.22%,N/A,3.33,3.50,17.20,1.00,1.90,10%,18%,2.90%,0.0%,90.35%,9.65%,92.51,99.20
594,52,2017,Gabe Marks,Purgatory,2.92,3.40,-3.16,Washington State,5,8/6/94,31.16,SR,22.74,Wide,BALL HOG,N/A,71,175,24.41,4.56,0,14.12%,16.87%,0.00%,23.56%,18.97%,21.27%,20.20%,21.08,1.74,4.90,10.70,0.45,1.35,N/A,N/A,4.30%,0.0%,86.90%,9.70%,80.95,76.85
