Season,Team,Att,G,W,L,T,W-L%,Pts,PtsO,PtDif,Att,Yds,Y/A,TD
2014,Marshall,559,14,13,1,0,.929,638,294,344,559,3807,6.8,40
2010,Southern Mississippi,559,13,8,5,0,.615,479,384,95,559,2611,4.7,28
2024,Sam Houston,557,13,10,3,0,.769,309,266,43,557,2337,4.2,21
2005,UCF,557,13,8,5,0,.615,373,373,0,557,2172,3.9,18
2019,UAB,555,14,9,5,0,.643,324,302,22,555,2114,3.8,16
2011,Southern Mississippi,553,14,12,2,0,.857,516,291,225,553,2872,5.2,17
2021,UTSA,549,14,12,2,0,.857,516,345,171,549,2596,4.7,26
2013,North Texas,549,13,9,4,0,.692,414,231,183,549,2349,4.3,31
2019,Florida Atlantic,547,14,11,3,0,.786,510,318,192,547,2335,4.3,32
2002,Cincinnati,545,14,7,7,0,.500,409,329,80,545,1916,3.5,21
2022,UTSA,543,14,11,3,0,.786,515,363,152,543,2454,4.5,28
2024,Liberty,542,12,8,4,0,.667,345,282,63,542,3008,5.5,28
2016,Southern Mississippi,540,13,7,6,0,.538,427,384,43,540,2310,4.3,26
2008,Memphis,540,13,6,7,0,.462,353,353,0,540,2533,4.7,25
2010,Tulsa,537,13,10,3,0,.769,538,394,144,537,2820,5.3,32
2022,North Texas,536,14,7,7,0,.500,473,444,29,536,2798,5.2,24
2006,Southern Mississippi,535,14,9,5,0,.643,356,260,96,535,2378,4.4,23
2004,Louisville,534,12,11,1,0,.917,597,236,361,534,3005,5.6,47
2013,UTEP,533,12,2,10,0,.167,261,472,-211,533,2213,4.2,17
2015,Rice,532,12,5,7,0,.417,313,430,-117,532,2137,4.0,21
2019,Marshall,531,13,8,5,0,.615,335,325,10,531,2515,4.7,21
2008,Southern Mississippi,531,13,7,6,0,.538,398,313,85,531,2502,4.7,29
2014,Middle Tennessee State,530,12,6,6,0,.500,379,378,1,530,2566,4.8,31
2003,Memphis,530,13,9,4,0,.692,393,250,143,530,2360,4.5,22
2017,UAB,529,13,8,5,0,.615,361,333,28,529,2382,4.5,27
2009,East Carolina,529,14,9,5,0,.643,378,307,71,529,2129,4.0,24
2022,UAB,528,13,7,6,0,.538,391,301,90,528,3055,5.8,32
2012,UCF,527,14,10,4,0,.714,496,309,187,527,2545,4.8,33
2019,Charlotte,526,13,7,6,0,.538,388,421,-33,526,2649,5.0,26
2013,Middle Tennessee State,526,13,8,5,0,.615,377,341,36,526,2591,4.9,25
2023,New Mexico State,525,15,10,5,0,.667,412,342,70,525,2980,5.7,22
2018,Charlotte,525,12,5,7,0,.417,260,319,-59,525,1952,3.7,18
2004,Cincinnati,525,12,7,5,0,.583,344,320,24,525,2201,4.2,17
2002,Houston,524,12,5,7,0,.417,320,393,-73,524,2043,3.9,22
2016,UTSA,523,13,6,7,0,.462,379,363,16,523,2105,4.0,22
2003,Southern Mississippi,523,13,9,4,0,.692,293,226,67,523,1587,3.0,14
2002,Southern Mississippi,523,13,7,6,0,.538,282,238,44,523,1868,3.6,20
2011,Tulsa,521,13,8,5,0,.615,430,355,75,521,2492,4.8,20
2008,East Carolina,518,14,9,5,0,.643,328,295,33,518,1769,3.4,17
2003,Cincinnati,518,12,5,7,0,.417,303,319,-16,518,1980,3.8,18
2003,Louisville,518,13,9,4,0,.692,450,361,89,518,2966,5.7,35
2017,North Texas,515,14,9,5,0,.643,497,490,7,515,2299,4.5,28
2009,Southern Mississippi,512,13,7,6,0,.538,428,336,92,512,2358,4.6,23
2015,UTSA,511,12,3,9,0,.250,271,405,-134,511,2017,3.9,16
2021,UAB,507,13,9,4,0,.692,384,302,82,507,2344,4.6,27
2015,Middle Tennessee State,504,13,7,6,0,.538,442,346,96,504,1970,3.9,23
2015,Southern Mississippi,502,14,9,5,0,.643,559,358,201,502,2517,5.0,31
2003,East Carolina,502,12,1,11,0,.083,217,428,-211,502,1660,3.3,16
2016,Old Dominion,500,13,10,3,0,.769,456,354,102,500,2559,5.1,27
2013,Florida Atlantic,499,12,6,6,0,.500,317,267,50,499,2190,4.4,21
2018,Middle Tennessee State,498,14,8,6,0,.571,392,374,18,498,1804,3.6,15
2017,Southern Mississippi,498,13,8,5,0,.615,379,318,61,498,2399,4.8,19
2015,Florida Atlantic,497,12,3,9,0,.250,270,345,-75,497,1953,3.9,15
2020,UTSA,496,12,7,5,0,.583,339,308,31,496,2585,5.2,24
2024,New Mexico State,495,12,3,9,0,.250,259,435,-176,495,2160,4.4,16
2017,Louisiana Tech,495,13,7,6,0,.538,396,330,66,495,2242,4.5,22
2015,Marshall,495,13,10,3,0,.769,407,231,176,495,2193,4.4,19
2017,Florida International,494,13,8,5,0,.615,333,370,-37,494,2069,4.2,20
2010,Rice,494,12,4,8,0,.333,344,462,-118,494,1913,3.9,24
2021,Old Dominion,493,13,6,7,0,.462,359,361,-2,493,2056,4.2,22
2022,Florida Atlantic,491,12,5,7,0,.417,357,319,38,491,2212,4.5,19
2005,Tulsa,491,13,9,4,0,.692,430,305,125,491,2158,4.4,29
2018,Rice,490,13,2,11,0,.154,246,468,-222,490,1867,3.8,15
2014,Louisiana Tech,490,14,9,5,0,.643,523,346,177,490,2080,4.2,32
2006,Houston,490,14,10,4,0,.714,462,329,133,490,2356,4.8,29
2012,Memphis,489,12,4,8,0,.333,293,363,-70,489,1821,3.7,18
2007,Tulane,489,12,4,8,0,.333,293,375,-82,489,2412,4.9,26
2014,Florida International,488,12,4,8,0,.333,276,298,-22,488,1502,3.1,11
2016,Western Kentucky,487,14,11,3,0,.786,637,344,293,487,2609,5.4,35
2017,Rice,486,12,1,11,0,.083,195,429,-234,486,2244,4.6,20
2024,Louisiana Tech,484,13,5,8,0,.385,272,273,-1,484,1420,2.9,14
2019,Florida International,484,13,6,7,0,.462,344,354,-10,484,2160,4.5,23
2016,Charlotte,484,12,4,8,0,.333,302,415,-113,484,2121,4.4,18
2007,East Carolina,484,13,8,5,0,.615,403,395,8,484,2378,4.9,29
2006,Tulsa,484,13,8,5,0,.615,360,262,98,484,2107,4.4,30
2013,Tulsa,483,12,3,9,0,.250,253,407,-154,483,1977,4.1,15
2016,Rice,482,12,3,9,0,.250,303,448,-145,482,2039,4.2,23
2004,Memphis,482,12,8,4,0,.667,430,375,55,482,2438,5.1,26
2018,Florida International,480,13,9,4,0,.692,450,328,122,480,2296,4.8,27
2012,Marshall,480,12,5,7,0,.417,491,517,-26,480,2030,4.2,24
2009,UCF,480,13,8,5,0,.615,340,293,47,480,1697,3.5,20
2009,Tulsa,480,12,5,7,0,.417,351,328,23,480,1809,3.8,19
2012,Southern Mississippi,479,12,0,12,0,.000,236,454,-218,479,1855,3.9,17
2001,UAB,478,11,6,5,0,.545,265,206,59,478,1766,3.7,21
2005,Houston,477,12,6,6,0,.500,337,324,13,477,1997,4.2,23
2004,Texas Christian,476,11,5,6,0,.455,362,373,-11,476,1828,3.8,26
2019,Louisiana Tech,475,13,10,3,0,.769,422,284,138,475,2189,4.6,27
2018,Marshall,475,13,9,4,0,.692,367,284,83,475,2152,4.5,22
2002,Tulane,475,13,8,5,0,.615,361,282,79,475,1422,3.0,14
2021,Rice,473,12,4,8,0,.333,258,434,-176,473,1805,3.8,19
2021,UTEP,472,13,7,6,0,.538,326,328,-2,472,1842,3.9,18
2014,North Texas,472,12,4,8,0,.333,326,358,-32,472,1835,3.9,21
2000,UAB,472,11,7,4,0,.636,238,192,46,472,1801,3.8,14
2009,Marshall,471,13,7,6,0,.538,283,316,-33,471,1855,3.9,18
2016,Florida Atlantic,470,12,3,9,0,.250,317,477,-160,470,2262,4.8,31
2007,SMU,470,12,1,11,0,.083,340,477,-137,470,2042,4.3,15
2004,Southern Mississippi,470,12,7,5,0,.583,309,298,11,470,1739,3.7,20
2011,Rice,467,12,4,8,0,.333,280,400,-120,467,1811,3.9,13
2011,UCF,466,12,5,7,0,.417,325,220,105,466,2025,4.3,27
2007,Memphis,466,13,7,6,0,.538,380,419,-39,466,1792,3.8,13
2004,Houston,466,11,3,8,0,.273,230,354,-124,466,1521,3.3,15
2022,UTEP,464,12,5,7,0,.417,293,324,-31,464,2006,4.3,14
2015,Western Kentucky,463,14,12,2,0,.857,620,363,257,463,2165,4.7,30
2013,East Carolina,463,13,10,3,0,.769,522,322,200,463,1821,3.9,31
2009,UAB,463,12,5,7,0,.417,333,388,-55,463,2759,6.0,17
2018,North Texas,462,13,9,4,0,.692,450,314,136,462,1999,4.3,25
2021,Southern Mississippi,461,12,3,9,0,.250,212,335,-123,461,1453,3.2,8
2017,Old Dominion,461,12,5,7,0,.417,248,380,-132,461,1967,4.3,17
2013,Tulane,461,13,7,6,0,.538,322,278,44,461,1639,3.6,15
2001,Cincinnati,461,11,7,5,0,.583,320,267,53,461,1611,3.5,19
2022,Rice,459,13,5,8,0,.385,328,444,-116,459,1839,4.0,17
2012,East Carolina,459,13,8,5,0,.615,409,411,-2,459,1760,3.8,23
2002,UAB,458,12,5,7,0,.417,268,370,-102,458,1562,3.4,12
2013,UAB,456,12,2,10,0,.167,315,525,-210,456,2143,4.7,17
2021,Middle Tennessee State,455,13,7,6,0,.538,388,334,54,455,1608,3.5,15
2012,UTEP,455,12,3,9,0,.250,254,357,-103,455,1782,3.9,13
2022,Middle Tennessee State,453,13,8,5,0,.615,375,360,15,453,1411,3.1,20
2017,Marshall,453,13,8,5,0,.615,347,259,88,453,1827,4.0,14
2008,UCF,453,12,4,8,0,.333,199,289,-90,453,1359,3.0,8
2002,Louisville,453,13,7,6,0,.538,374,319,55,453,1390,3.1,16
2024,Kennesaw State,452,12,2,10,0,.167,198,374,-176,452,1375,3.0,13
2001,Texas Christian,452,11,6,6,0,.500,280,257,23,452,1369,3.0,14
2006,East Carolina,450,13,7,6,0,.538,280,270,10,450,1502,3.3,16
2019,UTSA,449,12,4,8,0,.333,244,407,-163,449,1966,4.4,15
2008,Rice,449,13,10,3,0,.769,537,433,104,449,1868,4.2,21
2021,Marshall,448,13,7,6,0,.538,429,309,120,448,2110,4.7,38
2015,UTEP,448,12,5,7,0,.417,248,395,-147,448,1775,4.0,8
2000,Cincinnati,448,11,7,5,0,.583,275,260,15,448,1551,3.5,12
2023,UTEP,447,12,3,9,0,.250,239,342,-103,447,1732,3.9,16
2021,Florida Atlantic,447,12,5,7,0,.417,305,309,-4,447,1831,4.1,18
2004,South Florida,447,11,4,7,0,.364,271,351,-80,447,2066,4.6,23
2011,Marshall,446,13,7,6,0,.538,284,372,-88,446,1561,3.5,9
2000,East Carolina,446,11,8,4,0,.667,330,229,101,446,1776,4.0,17
2017,UTSA,445,11,6,5,0,.545,259,187,72,445,2030,4.6,10
2013,Florida International,445,12,1,11,0,.083,117,444,-327,445,956,2.1,5
2020,North Texas,443,10,4,6,0,.400,344,428,-84,443,2302,5.2,18
2014,Florida Atlantic,443,12,3,9,0,.250,288,413,-125,443,1963,4.4,14
2003,UAB,443,12,5,7,0,.417,245,287,-42,443,1589,3.6,11
2006,UCF,442,12,4,8,0,.333,232,345,-113,442,1673,3.8,11
2024,Western Kentucky,440,14,8,6,0,.571,349,345,4,440,1524,3.5,14
2018,Western Kentucky,440,12,3,9,0,.250,253,334,-81,440,1640,3.7,15
2014,UTSA,440,12,4,8,0,.333,205,311,-106,440,1465,3.3,15
2000,Memphis,440,11,4,7,0,.364,176,199,-23,440,1154,2.6,11
2002,East Carolina,439,12,4,8,0,.333,335,399,-64,439,1488,3.4,20
2024,UTEP,438,12,3,9,0,.250,234,388,-154,438,1449,3.3,9
2018,Louisiana Tech,438,13,8,5,0,.615,321,299,22,438,1688,3.9,22
2006,Rice,438,12,7,6,0,.538,350,432,-82,438,1703,3.9,15
2015,North Texas,436,12,1,11,0,.083,182,495,-313,436,1904,4.4,7
2009,Memphis,436,12,2,10,0,.167,262,418,-156,436,1899,4.4,20
2008,UAB,435,12,4,8,0,.333,273,375,-102,435,2027,4.7,19
2019,UTEP,434,12,1,11,0,.083,235,431,-196,434,1721,4.0,18
2010,Tulane,434,12,4,8,0,.333,299,446,-147,434,1530,3.5,17
2001,Louisville,434,12,11,2,0,.846,366,213,153,434,1465,3.4,19
2015,Louisiana Tech,432,13,9,4,0,.692,488,349,139,432,2078,4.8,27
2006,UAB,432,12,3,9,0,.250,225,297,-72,432,1507,3.5,14
2019,Rice,431,12,3,9,0,.250,215,311,-96,431,1552,3.6,14
2019,Southern Mississippi,431,13,7,6,0,.538,346,341,5,431,1531,3.6,17
2019,Western Kentucky,431,13,9,4,0,.692,330,261,69,431,1670,3.9,18
2004,UAB,431,12,7,5,0,.583,372,351,21,431,1763,4.1,18
2001,Army,430,11,3,8,0,.273,229,365,-136,430,1812,4.2,19
2019,Old Dominion,429,12,1,11,0,.083,195,358,-163,429,1183,2.8,16
2014,Western Kentucky,429,13,8,5,0,.615,577,519,58,429,2084,4.9,21
2011,Tulane,429,13,2,11,0,.154,274,487,-213,429,1642,3.8,17
2017,Charlotte,428,12,1,11,0,.083,170,393,-223,428,1995,4.7,13
2002,Army,428,12,1,11,0,.083,226,491,-265,428,1445,3.4,15
2021,Charlotte,427,12,5,7,0,.417,326,408,-82,427,1808,4.2,13
2018,UTEP,427,12,1,11,0,.083,212,393,-181,427,1484,3.5,17
2017,Middle Tennessee State,427,13,7,6,0,.538,332,321,11,427,1865,4.4,15
2016,North Texas,426,13,5,8,0,.385,322,424,-102,426,1736,4.1,24
2018,Old Dominion,425,12,4,8,0,.333,370,431,-61,425,1569,3.7,24
2013,UTSA,425,12,7,5,0,.583,307,316,-9,425,2099,4.9,23
2003,South Florida,424,11,7,4,0,.636,276,224,52,424,1433,3.4,18
2016,Florida International,423,12,4,8,0,.333,288,418,-130,423,1783,4.2,16
2008,Marshall,423,12,4,8,0,.333,246,332,-86,423,1893,4.5,13
2011,Houston,420,14,13,1,0,.929,690,314,376,420,2086,5.0,33
2001,Memphis,418,11,5,6,0,.455,294,281,13,418,1507,3.6,16
2000,Southern Mississippi,418,11,8,4,0,.667,286,182,104,418,1129,2.7,15
2010,UAB,417,12,4,8,0,.333,316,379,-63,417,1870,4.5,14
2001,East Carolina,417,11,6,6,0,.500,360,296,64,417,2225,5.3,27
2016,Middle Tennessee State,416,13,8,5,0,.615,516,465,51,416,2499,6.0,26
2012,UAB,416,12,3,9,0,.250,339,450,-111,416,1323,3.2,19
2007,UTEP,416,12,4,8,0,.333,403,445,-42,416,1772,4.3,20
2005,SMU,416,11,5,6,0,.455,229,280,-51,416,1454,3.5,13
2000,Army,416,11,1,10,0,.091,224,372,-148,416,1575,3.8,16
2016,Louisiana Tech,415,14,9,5,0,.643,620,470,150,415,2122,5.1,30
2001,Tulane,415,12,3,9,0,.250,344,495,-151,415,1602,3.9,12
2022,Western Kentucky,414,14,9,5,0,.643,510,328,182,414,2031,4.9,15
2021,Louisiana Tech,414,12,3,9,0,.250,336,408,-72,414,1463,3.5,16
2001,Southern Mississippi,413,11,6,5,0,.545,278,186,92,413,1054,2.6,18
2010,UTEP,412,13,6,7,0,.462,338,357,-19,412,1782,4.3,18
2013,Louisiana Tech,410,12,4,8,0,.333,230,315,-85,410,1922,4.7,14
2011,UTEP,410,12,5,7,0,.417,319,364,-45,410,1859,4.5,24
2010,Houston,410,12,5,7,0,.417,452,386,66,410,1839,4.5,20
2016,UTEP,409,12,4,8,0,.333,316,419,-103,409,2226,5.4,20
2005,Southern Mississippi,409,12,7,5,0,.583,355,272,83,409,1336,3.3,16
2000,Louisville,409,11,9,3,0,.750,388,246,142,409,1477,3.6,20
2007,Marshall,408,12,3,9,0,.250,298,411,-113,408,1701,4.2,19
2009,Rice,407,12,2,10,0,.167,219,517,-298,407,1311,3.2,14
2008,Houston,406,13,8,5,0,.615,528,402,126,406,2095,5.2,23
2006,Marshall,406,12,5,7,0,.417,311,351,-40,406,2005,4.9,23
2003,Army,405,13,0,13,0,.000,206,476,-270,405,826,2.0,10
2003,Tulane,405,12,5,7,0,.417,337,424,-87,405,1589,3.9,10
2010,SMU,404,14,7,7,0,.500,360,359,1,404,1943,4.8,14
2006,SMU,404,12,6,6,0,.500,325,294,31,404,1503,3.7,7
2009,Houston,403,14,10,4,0,.714,591,421,170,403,1815,4.5,23
2011,UAB,402,12,3,9,0,.250,242,441,-199,402,1553,3.9,13
2024,Florida International,401,12,4,8,0,.333,316,309,7,401,1447,3.6,16
2019,Middle Tennessee State,401,12,4,8,0,.333,316,359,-43,401,2070,5.2,18
2015,Old Dominion,401,12,5,7,0,.417,291,429,-138,401,1821,4.5,16
2009,UTEP,401,12,4,8,0,.333,358,402,-44,401,1813,4.5,27
2012,SMU,400,13,7,6,0,.538,403,334,69,400,1716,4.3,22
2022,Louisiana Tech,399,12,3,9,0,.250,348,455,-107,399,1497,3.8,14
2018,Southern Mississippi,399,11,6,5,0,.545,288,218,70,399,1239,3.1,11
2008,Tulane,399,12,2,10,0,.167,200,414,-214,399,1421,3.6,14
2011,East Carolina,397,12,5,7,0,.417,315,387,-72,397,1309,3.3,15
2016,Marshall,396,12,3,9,0,.250,317,423,-106,396,1298,3.3,12
2019,North Texas,395,12,4,8,0,.333,367,390,-23,395,1628,4.1,11
2009,Tulane,395,12,3,9,0,.250,193,440,-247,395,1264,3.2,10
2005,UTEP,395,12,8,4,0,.667,382,311,71,395,1466,3.7,14
2005,East Carolina,394,11,5,6,0,.455,267,317,-50,394,1512,3.8,17
2012,Houston,393,12,5,7,0,.417,389,432,-43,393,1814,4.6,18
2017,Western Kentucky,391,13,6,7,0,.462,331,349,-18,391,791,2.0,15
2000,Tulane,391,11,6,5,0,.545,331,346,-15,391,1420,3.6,10
2002,Memphis,390,12,3,9,0,.250,303,327,-24,390,1390,3.6,15
2020,Marshall,387,10,7,3,0,.700,285,130,155,387,1784,4.6,18
2020,Western Kentucky,386,12,5,7,0,.417,228,304,-76,386,1508,3.9,11
2015,Florida International,385,12,5,7,0,.417,306,358,-52,385,1319,3.4,15
2023,Middle Tennessee State,384,12,4,8,0,.333,291,337,-46,384,1501,3.9,13
2010,Memphis,383,12,1,11,0,.083,173,478,-305,383,1099,2.9,5
2007,Rice,383,12,3,9,0,.250,377,515,-138,383,1331,3.5,20
2004,Army,383,11,2,9,0,.182,260,388,-128,383,1935,5.1,21
2023,Louisiana Tech,381,12,3,9,0,.250,311,401,-90,381,1485,3.9,20
2023,Florida International,380,12,4,8,0,.333,241,382,-141,380,1083,2.9,17
2011,Memphis,378,12,2,10,0,.167,195,421,-226,378,1008,2.7,10
2009,SMU,378,13,8,5,0,.615,380,359,21,378,1427,3.8,23
2014,Southern Mississippi,376,12,3,9,0,.250,228,425,-197,376,1149,3.1,9
2004,Tulane,376,11,5,6,0,.455,300,361,-61,376,1392,3.7,11
2005,Marshall,375,11,4,7,0,.364,204,285,-81,375,1363,3.6,13
2006,Memphis,372,12,2,10,0,.167,281,365,-84,372,1340,3.6,12
2022,Charlotte,371,12,3,9,0,.250,293,473,-180,371,1393,3.8,13
2008,UTEP,371,12,5,7,0,.417,395,444,-49,371,1468,4.0,10
2020,Southern Mississippi,369,10,3,7,0,.300,253,323,-70,369,1590,4.3,18
2004,East Carolina,369,11,2,9,0,.182,231,439,-208,369,1021,2.8,7
2023,Sam Houston,368,12,3,9,0,.250,240,314,-74,368,1067,2.9,13
2021,Florida International,368,12,1,11,0,.083,244,476,-232,368,1240,3.4,11
2020,UAB,366,9,6,3,0,.667,256,193,63,366,1800,4.9,17
2014,Old Dominion,365,12,6,6,0,.500,392,456,-64,365,1793,4.9,22
2005,UAB,364,11,5,6,0,.455,307,264,43,364,1568,4.3,14
2020,Florida Atlantic,363,9,5,4,0,.556,170,157,13,363,1621,4.5,12
2010,East Carolina,358,13,6,7,0,.462,478,572,-94,358,1546,4.3,21
2007,UAB,358,12,2,10,0,.167,235,421,-186,358,1323,3.7,6
2023,Western Kentucky,357,13,8,5,0,.615,396,373,23,357,1370,3.8,12
2022,Florida International,356,12,4,8,0,.333,224,447,-223,356,1260,3.5,11
2011,SMU,355,13,8,5,0,.615,336,300,36,355,1479,4.2,25
2018,UTSA,353,12,3,9,0,.250,170,374,-204,353,1048,3.0,7
2006,Tulane,353,12,4,8,0,.333,224,400,-176,353,1106,3.1,10
2000,Houston,353,11,3,8,0,.273,211,370,-159,353,782,2.2,9
2021,Western Kentucky,347,14,9,5,0,.643,619,411,208,347,1439,4.1,13
2017,UTEP,345,12,0,12,0,.000,141,441,-300,345,1146,3.3,9
2010,Marshall,345,12,5,7,0,.417,250,345,-95,345,1166,3.4,7
2020,Louisiana Tech,344,10,5,5,0,.500,267,347,-80,344,992,2.9,10
2005,Tulane,341,11,2,9,0,.182,234,348,-114,341,979,2.9,9
2024,Middle Tennessee State,335,12,3,9,0,.250,217,411,-194,335,1068,3.2,10
2013,Southern Mississippi,335,12,1,11,0,.083,205,503,-298,335,875,2.6,5
2001,Houston,328,11,0,11,0,.000,190,432,-242,328,1027,3.1,11
2020,Middle Tennessee State,325,9,3,6,0,.333,206,319,-113,325,1219,3.8,12
2020,UTEP,300,8,3,5,0,.375,184,248,-64,300,1111,3.7,16
2006,UTEP,288,12,5,7,0,.417,328,375,-47,288,691,2.4,8
2012,Tulane,280,12,2,10,0,.167,257,461,-204,280,475,1.7,3
2020,Charlotte,237,6,2,4,0,.333,162,195,-33,237,929,3.9,11
2008,SMU,217,12,1,11,0,.083,256,458,-202,217,497,2.3,3
2020,Rice,216,5,2,3,0,.400,117,94,23,216,604,2.8,1
2020,Florida International,176,5,0,5,0,.000,112,162,-50,176,802,4.6,8
2020,Old Dominion,,0,0,0,0,,0,0,0,,,,
