Rank,Class Rk,Year,Player Name,Tier,RB Grade,Overall,Z-Score,School,Conf Rk,DOB,Age,Class,Draft Age,Build,Type,Height,Weight,40 Time,Draft Cap,DOM1,DOM2,DOM3,DOM4,DOM5,TDOM,DOM+,RDOM1,RDOM2,ADOM,RDOM+,BOUT,Speed,BMI,MTF/A,YPC,YPR,RPT,ELU,YCO/A,Break %,DOM++,RDOM++,BOUT+,Speed+,MTF/A,YPC+,ELU+,YCO/A+,DC+,BAMA,Rush Yds,Team Yds,Rush TDs,Team TD,Att,MTF,YPC,ELU,YCO/A,Break %,Rec Yds,Team Yds,Recs,Rec TDs,Team TDs,Rush Yds,Team Yds,Rush TDs,Team TD,Att,MTF,YPC,ELU,YCO/A,Break %,Rec Yds,Team Yds,Recs,Rec TDs,Team TDs,Rush Yds,Team Yds,Rush TDs,Team TD,Att,MTF,YPC,ELU,YCO/A,Break %,Rec Yds,Team Yds,Recs,Rec TDs,Team TDs,Rush Yds,Team Yds,Rush TDs,Team TD,Att,MTF,YPC,ELU,YCO/A,Break %,Rec Yds,Team Yds,Recs,Rec TDs,Team TDs,Rush Yds,Team Yds,Rush TDs,Team TD,Att,MTF,YPC,ELU,YCO/A,Break %,Rec Yds,Team Yds,Recs,Rec TDs,Team TDs
282,21,2016,Shadrach Thornton,Purgatory,3.68,13.70,-1.83,North Carolina State,4,5/25/93,32.36,SR,22.94,BELL COW,PLODDER,72,217,4.75,0,0.00%,22.98%,19.49%,19.40%,16.37%,19.68%,17.71%,5.02%,0.00%,2.51%,2.26%,19.28,85.25,29.43,0.19,6.77,8.26,0.00,56.20,2.87,35.50,3.00,2.00,7.00,1.00,5.00,7.00,3.00,2.00,0.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,694,1111,3,9,0,0,0.00,0.00,0.00,0.00,274,3101,30,1,24,768,1790,4,13,0,0,0.00,0.00,0.00,0.00,97,2649,16,0,13,897,2659,9,26,164,31,5.47,56.20,2.87,32.20,133,2652,15,1,23,203,608,3,8,30,2,6.77,13.10,1.97,35.50,0,632,0,0,5
283,26,2017,De'Angelo Henderson,Purgatory,3.65,13.40,-1.84,Coastal Carolina,8,11/24/92,32.86,SR,24.44,DYNAMIC,PLODDER,67,208,4.48,6,0.00%,8.60%,27.07%,30.99%,27.35%,29.17%,18.96%,12.66%,11.88%,12.27%,7.97%,21.78,103.27,32.57,0.00,0.00,9.49,0.10,0.00,0.00,0.00,3.00,8.00,2.00,7.00,0.00,0.00,0.00,0.00,2.0,0.00,0,2828,0,0,0,0,0.00,0.00,0.00,0.00,0,3101,0,0,0,599,4036,0,0,82,0,0.00,0.00,0.00,0.00,39,3380,4,0,0,1534,3265,0,0,234,0,0.00,0.00,0.00,0.00,289,3470,33,0,0,1346,2460,0,0,222,0,0.00,0.00,0.00,0.00,403,3183,40,0,0,1156,3321,0,0,183,0,0.00,0.00,0.00,0.00,190,1600,20,0,0
284,22,2016,Tra Carson,Purgatory,3.62,13.10,-1.85,Texas A&M,1,5/26/93,32.36,SR,22.94,BRUISER,PLODDER,71,227,4.63,0,4.97%,0.00%,6.20%,12.04%,24.39%,24.39%,24.39%,2.13%,5.45%,5.45%,5.45%,22.28,98.79,31.66,0.18,4.85,7.26,0.11,50.10,2.76,27.90,6.00,6.00,1.00,5.00,4.00,0.00,3.00,2.00,0.0,0.00,254,2992,1,30,0,0,0.00,0.00,0.00,0.00,6,2236,1,0,28,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,329,2036,7,28,0,0,0.00,0.00,0.00,0.00,38,3886,3,0,34,580,1799,5,18,123,22,4.72,50.10,2.76,27.90,78,3666,9,0,36,1173,2198,7,12,242,38,4.85,41.70,2.57,27.10,183,3361,29,25,0
285,23,2016,Keith Marshall,Purgatory,3.60,12.80,-1.86,Georgia,1,2/16/94,31.63,SR,22.21,FREAK,PLODDER,71,219,4.31,7,0.00%,12.98%,14.75%,1.38%,9.13%,11.94%,11.94%,-0.83%,1.38%,1.38%,1.38%,N/A,126.93,30.54,0.18,5.13,9.38,0.06,46.30,2.78,19.50,0.00,1.00,0.00,10.00,4.00,1.00,2.00,2.00,1.0,1.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,759,2556,8,32,0,0,0.00,0.00,0.00,0.00,91,3991,11,1,37,246,850,1,10,0,0,0.00,0.00,0.00,0.00,111,1571,8,1,12,24,776,0,9,12,1,2.00,7.10,0.92,0.00,-5,600,1,0,5,349,2094,3,19,68,12,5.13,46.30,2.78,19.50,28,2036,4,1,12
286,24,2016,Daniel Lasco,Purgatory,3.58,12.50,-1.87,California,5,10/9/92,32.99,SR,23.56,DYNAMIC,PLODDER,72,209,4.46,7,0.00%,2.32%,10.89%,24.61%,6.62%,15.62%,13.27%,8.18%,0.64%,4.41%,3.75%,21.91,105.64,28.34,0.17,5.29,9.80,0.04,53.20,2.81,25.60,1.00,4.00,2.00,8.00,4.00,2.00,3.00,2.00,1.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,109,2196,1,18,0,0,0.00,0.00,0.00,0.00,0,2500,0,0,13,317,978,2,6,0,0,0.00,0.00,0.00,0.00,78,2651,11,0,14,1121,1788,12,22,212,37,5.29,53.20,2.81,25.60,339,4144,31,2,37,326,1528,3,12,66,10,4.94,41.10,2.58,24.20,24,3759,3,0,34
287,19,2015,Marcus Murphy,Purgatory,3.58,12.20,-1.87,Missouri,1,10/3/91,34.01,SR,23.58,DYNAMIC,+RECEIVER,69,198,4.61,7,3.78%,0.00%,6.38%,9.90%,22.11%,22.11%,22.11%,2.37%,8.01%,8.01%,8.01%,22.93,87.68,29.24,0.19,6.53,6.36,0.14,55.60,3.00,36.80,4.00,8.00,0.00,1.00,2.00,6.00,2.00,2.00,1.0,0.00,181,1877,2,0,22,0,0.00,0.00,0.00,0.00,5,3038,2,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,251,2615,1,0,46,0,0.00,0.00,0.00,0.00,22,1662,9,0,0,601,3540,9,0,92,0,6.53,0.00,0.00,0.00,79,3330,11,1,0,924,2491,4,17,177,33,5.22,55.60,3.00,36.80,212,2647,28,1,25
288,25,2026,Jam Miller,Purgatory,3.57,11.90,-1.87,Alabama,1,4/29/04,21.43,SR,22.01,FREAK,+RECEIVER,70,220,4.50,0,0.00%,3.58%,4.98%,15.61%,0.00%,15.61%,15.61%,5.06%,0.00%,5.06%,5.06%,20.36,107.30,31.56,0.27,4.63,10.81,#DIV/0!,43.40,2.71,27.50,2.00,5.00,4.00,8.00,7.00,0.00,0.00,0.00,0.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,223,2542,2,26,33,4,6.76,37.10,3.15,56.50,-1,3660,1,0,37,201,2417,1,32,41,11,4.90,71.50,2.93,39.80,73,3086,4,1,23,676,2260,7,41,146,24,4.63,43.40,2.71,27.50,155,3065,16,1,17,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0
289,20,2015,Malcolm Brown,Purgatory,3.41,11.60,-1.94,Texas,3,5/15/93,32.39,SR,21.96,BELL COW,PLODDER,71,224,4.62,0,0.00%,19.34%,12.54%,20.69%,17.51%,19.10%,17.19%,7.64%,2.23%,4.94%,4.44%,18.31,98.34,31.24,0.11,4.22,7.49,0.08,24.80,2.36,24.10,3.00,5.00,10.00,4.00,0.00,0.00,0.00,0.00,0.0,0.25,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,742,2026,5,0,172,0,0.00,0.00,0.00,0.00,17,1899,3,0,0,324,1372,4,0,61,0,0.00,0.00,0.00,0.00,112,2106,15,1,0,904,2762,9,0,214,0,4.22,0.00,0.00,0.00,195,2551,17,2,0,710,1786,6,18,184,20,3.86,24.80,2.36,24.10,58,2599,16,0,14
290,29,2022,Sincere McCormick,Purgatory,3.41,11.30,-1.95,UTSA,10,9/10/00,25.06,JR,21.64,DYNAMIC,SLASHER,69,189,4.59,0,0.00%,0.00%,28.34%,31.84%,27.04%,29.44%,17.67%,5.21%,5.12%,5.16%,3.10%,18.98,85.16,27.91,0.25,5.80,7.62,0.07,87.70,3.80,49.20,3.00,3.00,8.00,1.00,6.00,4.00,3.00,3.00,0.0,0.00,0,2293,0,35,0,0,0.00,0.00,0.00,0.00,0,3580,0,0,17,0,1858,0,27,0,0,0.00,0.00,0.00,0.00,0,4071,0,0,25,986,1950,8,17,176,36,5.60,87.70,3.80,48.90,187,2189,23,0,17,1462,2585,11,23,250,63,5.80,79.30,3.23,49.20,125,2399,19,0,16,1479,2569,15,26,298,47,5.00,40.20,2.53,30.40,183,3577,23,0,31
291,25,2016,Jhurell Pressley,Purgatory,3.35,11.00,-1.97,New Mexico,7,5/20/92,33.38,SR,23.95,JITTERBUG,HORSE,71,198,4.4,0,0.00%,11.39%,7.34%,24.04%,17.62%,20.83%,13.54%,6.04%,0.11%,3.08%,2.00%,22.30,105.65,27.61,0.21,9.70,12.22,0.01,76.60,3.96,71.00,1.00,2.00,1.00,8.00,6.00,10.00,5.00,5.00,0.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,462,3917,6,34,0,0,0.00,0.00,0.00,0.00,86,895,4,1,5,273,3397,6,36,0,0,0.00,0.00,0.00,0.00,68,1252,6,0,9,1086,3725,12,34,112,18,9.70,73.10,3.96,71.00,64,1060,7,0,7,889,3309,11,42,146,31,6.09,76.60,3.63,54.60,2,1747,1,0,7
292,26,2026,Kedrick Reescano,Purgatory,3.33,10.30,-1.98,Arizona,3,6/1/05,20.34,JR,20.92,DYNAMIC,SLASHER,72,213,4.50,0,0.00%,0.00%,0.00%,9.47%,0.00%,9.47%,8.53%,1.58%,0.00%,1.58%,1.42%,N/A,103.89,28.88,0.36,4.62,5.88,#DIV/0!,133.50,3.55,37.60,0.00,1.00,0.00,7.00,9.00,0.00,7.00,2.00,0.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,356,1279,1,11,77,28,4.62,133.50,3.55,37.60,47,2975,8,0,18,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0
292,30,2022,Snoop Conner,Purgatory,3.33,10.30,-1.98,Ole Miss,1,8/1/00,25.17,JR,21.75,BELL CALF,SLASHER,70,222,4.59,5,0.00%,0.00%,10.71%,9.07%,11.31%,11.31%,11.31%,2.49%,2.29%,2.39%,2.39%,N/A,100.03,31.85,0.19,4.90,7.35,0.10,46.80,2.59,50.20,0.00,2.00,0.00,5.00,3.00,1.00,0.00,0.00,3.0,0.50,0,2102,0,27,0,0,0.00,0.00,0.00,0.00,0,3941,0,0,28,0,2592,0,27,0,0,0.00,0.00,0.00,0.00,0,4157,0,0,21,512,3015,5,29,81,18,6.30,104.30,4.78,57.60,60,2328,6,0,11,418,2106,8,23,94,18,4.40,46.80,2.59,50.20,86,3449,11,0,30,642,2829,13,33,130,24,4.90,44.90,2.48,30.80,82,3573,14,0,21
294,22,2018,Chase Edmonds,Purgatory,3.29,10.00,-1.99,Fordham,11,4/13/96,29.48,SR,22.05,BELL CALF,+RECEIVER,69,205,4.55,4,0.00%,28.32%,37.34%,35.58%,15.62%,26.48%,14.56%,9.21%,4.91%,7.06%,3.88%,18.39,95.66,30.27,0.16,0.00,10.52,1.00,0.00,0.00,0.00,1.00,4.00,9.00,3.00,2.00,0.00,0.00,0.00,4.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,1838,2353,0,0,0,0,0.00,0.00,0.00,0.00,121,4565,19,0,0,1648,2171,0,0,0,0,0.00,0.00,0.00,0.00,383,3268,31,0,0,1799,2868,0,0,0,0,0.00,0.00,0.00,0.00,272,2953,25,0,0,577,1892,0,0,0,0,0.00,0.00,0.00,0.00,129,2628,11,0,0
295,31,2022,Abram Smith,Purgatory,3.29,9.70,-1.99,Baylor,3,9/14/98,27.05,SR,23.64,BELL COW,HORSE,72,213,4.59,0,0.00%,0.23%,0.59%,0.00%,28.28%,28.28%,25.45%,0.00%,2.60%,2.60%,2.34%,22.99,95.98,28.88,0.18,6.20,6.42,0.04,71.10,3.92,42.90,6.00,2.00,0.00,3.00,2.00,5.00,1.00,4.00,0.0,0.50,0,1407,0,10,0,0,0.00,0.00,0.00,0.00,0,3452,0,0,23,11,2198,0,25,4,1,2.80,40.00,2.00,0.00,3,3770,0,0,22,35,2330,1,35,8,6,4.40,375.00,5.00,42.90,0,3571,0,0,24,0,813,0,8,0,0,0.00,0.00,0.00,0.00,0,1979,0,0,14,1598,3070,12,29,258,47,6.20,71.10,3.92,42.90,74,2843,12,0,24
296,26,2016,Tre Madden,Purgatory,3.24,9.40,-2.02,USC,5,8/16/93,32.14,SR,22.71,BELL COW,+RECEIVER,72,223,4.53,0,0.00%,0.00%,20.59%,0.00%,13.34%,16.96%,14.42%,0.00%,4.93%,4.93%,4.19%,20.06,105.91,30.24,0.11,5.31,10.44,0.17,27.70,2.82,33.50,1.00,4.00,4.00,8.00,1.00,2.00,0.00,2.00,0.0,0.50,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,703,1892,3,23,0,0,0.00,0.00,0.00,0.00,201,2498,15,4,15,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,451,1682,5,19,85,9,5.31,27.70,2.82,33.50,133,2697,17,1,21
297,23,2018,David Williams,Purgatory,3.22,9.10,-2.03,Arkansas,1,6/17/94,31.30,SR,23.87,FREAK,PLODDER,71,229,4.5,7,0.00%,6.19%,9.39%,6.88%,17.74%,17.74%,17.74%,2.60%,6.94%,6.94%,6.94%,23.24,111.69,31.94,0.09,5.30,11.73,0.08,39.80,3.16,38.90,3.00,7.00,0.00,9.00,0.00,2.00,0.00,0.00,1.0,0.00,0,2504,0,0,0,0,0.00,0.00,0.00,0.00,0,1782,0,0,0,256,2073,2,0,45,5,5.70,53.30,3.47,35.50,99,3661,7,0,0,316,1856,0,0,86,10,3.70,22.50,1.99,20.30,92,2490,11,0,0,239,1747,3,0,56,5,4.30,24.20,2.63,38.90,72,2771,9,0,0,624,2016,8,0,117,11,5.30,39.80,3.16,28.70,171,2465,10,0,0
298,27,2026,Josh McCray,Purgatory,3.19,8.80,-2.03,Georgia,1,2/24/02,23.61,RS SR,24.19,FREAK,+RECEIVER,73,235,4.50,0,16.31%,4.96%,9.51%,15.26%,0.00%,15.79%,15.79%,4.22%,0.00%,4.22%,4.22%,19.53,114.62,31.00,0.16,5.20,8.32,#DIV/0!,50.00,3.25,35.50,2.00,4.00,6.00,10.00,2.00,1.00,0.00,1.00,0.0,0.00,549,1912,2,11,112,31,4.90,107.30,3.95,31.50,43,1718,2,0,12,56,665,0,6,19,6,2.95,71.40,2.74,0.00,19,847,4,0,5,156,632,2,5,43,9,3.63,67.90,3.02,0.00,30,1323,6,0,10,608,1997,10,22,117,19,5.20,50.00,3.25,35.50,116,2746,13,1,22,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0
299,27,2016,Darius Jackson,Purgatory,3.18,8.50,-2.04,Eastern Michigan,9,12/1/93,31.84,SR,22.42,FREAK,PLODDER,72,220,4.35,6,0.00%,0.30%,9.65%,12.66%,28.24%,28.24%,18.36%,7.91%,7.64%,7.77%,5.05%,21.76,122.88,29.83,0.13,5.24,8.63,0.09,42.10,2.41,46.30,3.00,5.00,2.00,10.00,2.00,1.00,2.00,0.00,2.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,12,1970,0,13,0,0,0.00,0.00,0.00,0.00,0,2059,0,0,19,201,1105,2,8,0,0,0.00,0.00,0.00,0.00,26,1247,3,0,8,296,1654,1,10,60,3,4.93,18.10,2.38,32.40,144,1822,19,2,13,1090,1939,14,20,208,28,5.24,42.10,2.41,46.30,201,2632,21,2,18
300,23,2023,Tiyon Evans,Purgatory,3.17,8.20,-2.05,Louisville,4,6/1/01,24.34,JR,21.92,BRUISER,SLASHER,69,225,4.52,0,0.00%,0.00%,0.00%,9.90%,10.05%,10.05%,9.04%,2.30%,0.49%,1.40%,1.26%,N/A,107.81,33.22,0.27,6.60,8.18,0.07,89.40,3.07,47.10,0.00,1.00,0.00,8.00,7.00,6.00,3.00,0.00,0.0,0.00,0,1549,0,15,0,0,0.00,0.00,0.00,0.00,0,2357,0,0,15,0,1874,0,13,0,0,0.00,0.00,0.00,0.00,0,2878,0,0,19,0,1415,0,12,0,0,0.00,0.00,0.00,0.00,0,2047,0,0,14,534,2832,6,30,81,22,6.60,89.40,3.07,36.00,77,3342,5,0,33,518,2613,6,25,83,22,6.20,83.60,2.98,47.10,13,2672,6,0,13
301,21,2021,Gerrid Doaks,Purgatory,3.15,7.90,-2.05,Cincinnati,6,6/9/98,27.32,SR,22.90,BRUISER,PLODDER,71,228,4.58,7,0.00%,15.35%,0.00%,10.89%,19.40%,19.40%,14.55%,2.74%,8.47%,8.47%,6.35%,19.24,103.63,31.80,0.17,5.30,11.31,0.09,44.50,3.57,36.10,1.00,7.00,7.00,7.00,2.00,2.00,0.00,2.00,1.0,0.00,0,1418,0,8,0,0,0.00,0.00,0.00,0.00,0,3071,0,0,19,513,1624,2,11,87,17,5.90,83.30,4.21,44.40,135,2597,14,0,20,0,3113,0,38,0,0,0.00,0.00,0.00,0.00,0,2847,0,0,22,525,2912,5,30,100,11,5.30,43.00,3.57,18.30,70,2552,8,0,19,673,2124,7,29,144,25,4.70,44.50,2.70,36.10,202,2386,14,0,20
302,34,2025,Kay'ron Lynch-Adams,Purgatory,3.12,7.60,-2.07,Michigan State,2,6/4/00,25.33,RS SR,24.91,DYNAMIC,SLASHER,68,185,4.55,0,7.56%,12.70%,4.18%,29.75%,18.34%,24.05%,24.05%,4.59%,3.25%,3.92%,3.92%,23.27,86.33,28.13,0.35,4.91,6.53,0.10,109.30,3.40,43.00,6.00,4.00,0.00,1.00,9.00,1.00,5.00,1.00,0.0,0.00,159,1282,1,13,35,3,4.54,24.00,3.11,34.60,73,1789,4,1,14,110,592,1,5,40,10,2.75,61.40,2.63,36.40,43,612,7,0,4,110,1488,1,8,82,13,1.34,43.60,2.85,27.30,1,1169,3,0,3,1154,1706,12,19,235,74,4.91,108.10,3.40,43.00,118,2569,20,0,14,649,1384,2,11,133,46,4.88,109.30,3.30,31.40,85,2617,15,0,13
303,24,2023,Tavion Thomas,Purgatory,3.09,7.30,-2.08,Utah,5,5/22/00,25.37,RS JR,22.95,BRUISER,3DOWN,72,237,4.74,0,8.88%,3.25%,0.00%,18.38%,11.00%,14.69%,12.49%,0.10%,1.23%,1.23%,1.05%,21.30,93.90,32.14,0.30,5.40,5.56,0.04,114.80,3.81,29.70,1.00,1.00,2.00,2.00,8.00,2.00,5.00,3.00,0.0,0.00,494,2520,6,23,90,19,5.50,86.50,4.14,30.40,-2,3021,0,0,19,189,2819,1,34,40,11,4.70,71.80,2.68,28.00,6,3187,1,0,20,0,970,0,9,0,0,0.00,0.00,0.00,0.00,0,1079,0,0,6,1106,3035,21,37,204,62,5.40,114.80,3.81,29.70,3,3000,2,0,24,676,3047,7,38,142,29,4.80,59.80,2.95,25.60,43,3489,6,0,31
304,35,2025,Ulysses Bentley IV,Purgatory,3.03,7.00,-2.10,Ole Miss,1,12/30/00,24.76,RS SR,24.34,BELL CALF,SLASHER,70,200,4.62,0,21.98%,13.73%,2.45%,10.44%,7.57%,14.77%,14.77%,2.34%,2.17%,2.26%,2.26%,19.68,87.80,28.69,0.31,5.68,7.05,0.13,112.40,3.51,37.50,1.00,2.00,6.00,1.00,8.00,3.00,5.00,2.00,0.0,0.00,913,1765,11,24,170,31,5.37,48.90,2.83,43.60,174,3180,21,1,23,618,1785,4,19,96,30,6.44,121.50,4.20,46.40,87,3350,18,1,36,69,1540,4,15,15,5,4.60,43.80,1.40,29.60,4,1439,1,0,10,540,2292,4,29,95,29,5.68,112.40,3.51,29.60,87,3713,11,1,26,419,2284,5,29,84,16,4.99,49.00,2.64,37.50,99,4561,13,0,31
305,20,2020,Tony Jones Jr.,Purgatory,2.97,6.70,-2.13,Notre Dame,2,11/24/97,27.86,SR,22.43,BELL CALF,HORSE,70,220,4.68,0,0.00%,0.00%,4.19%,9.60%,17.13%,17.13%,17.13%,4.69%,3.17%,3.93%,3.93%,21.79,91.72,31.56,0.23,5.90,12.41,0.09,81.50,3.81,45.70,3.00,4.00,2.00,2.00,5.00,4.00,2.00,3.00,0.0,0.00,0,2699,0,29,0,0,0.00,0.00,0.00,0.00,0,3364,0,0,25,0,1960,0,18,0,0,0.00,0.00,0.00,0.00,0,3051,0,0,27,232,3501,3,35,44,2,5.30,13.50,2.25,27.60,12,2326,6,0,20,392,2374,3,27,83,9,4.70,30.70,2.73,30.40,157,3347,1,0,23,856,2327,6,20,144,33,5.90,81.50,3.81,45.70,104,3278,15,0,37
306,21,2015,Dominique Brown,Purgatory,2.95,6.40,-2.14,Louisville,4,12/27/91,33.78,SR,23.35,BRUISER,PLODDER,74,234,4.63,0,0.00%,15.79%,0.00%,17.58%,12.64%,15.11%,13.60%,11.94%,3.09%,7.51%,6.76%,19.69,101.84,30.04,0.16,5.06,8.61,0.06,35.50,2.26,22.40,1.00,7.00,6.00,6.00,1.00,1.00,0.00,0.00,0.0,0.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,533,1458,4,0,140,0,0.00,0.00,0.00,0.00,98,2538,16,1,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,825,4082,8,0,163,0,5.06,0.00,0.00,0.00,228,1909,24,1,0,379,1284,4,20,96,15,3.95,35.50,2.26,22.40,70,2268,6,0,14
307,29,2024,Jawhar Jordan,Purgatory,2.84,6.10,-2.19,Louisville,4,8/18/99,26.13,RS SR,24.71,DYNAMIC,SLASHER,69,193,4.56,0,12.16%,13.32%,8.81%,3.39%,25.37%,25.37%,22.83%,3.18%,8.00%,8.00%,7.20%,24.06,89.27,28.50,0.23,6.20,12.05,0.10,73.60,3.29,48.20,4.00,7.00,0.00,2.00,5.00,5.00,1.00,1.00,0.0,0.00,105,616,1,5,15,4,7.00,153.70,3.73,33.30,87,962,2,0,8,66,276,0,2,28,3,2.40,33.10,2.25,0.00,40,520,6,0,4,94,631,0,7,14,2,6.70,59.00,4.43,38.30,24,710,1,0,5,94,2608,4,25,142,33,5.70,73.60,3.29,48.20,85,2672,10,0,13,1123,2321,13,29,181,32,6.20,60.00,3.19,44.90,246,3076,21,1,21
308,22,2015,Michael Dyer,Purgatory,2.83,5.80,-2.19,Louisville,4,10/13/90,34.98,SR,24.55,BELL CALF,PLODDER,68,218,4.58,0,15.77%,30.81%,0.00%,7.16%,16.69%,23.75%,21.38%,0.36%,1.98%,1.98%,1.79%,19.90,99.09,33.14,0.17,5.07,8.00,0.03,38.10,2.25,33.70,4.00,1.00,5.00,5.00,2.00,1.00,0.00,0.00,0.0,0.50,1093,3002,5,0,182,0,0.00,0.00,0.00,0.00,9,3987,1,0,0,1242,2188,2,0,242,0,0.00,0.00,0.00,0.00,7,1866,2,0,0,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,223,1028,2,0,44,0,5.07,0.00,0.00,0.00,8,2198,2,0,0,487,1142,5,18,109,18,4.47,38.10,2.25,33.70,40,2016,3,0,13
309,25,2023,SaRodorick Thompson,Purgatory,2.79,5.10,-2.21,Texas Tech,3,10/1/99,26.01,RS SR,23.59,BELL COW,SLASHER,71,207,4.67,0,1.93%,16.08%,17.11%,11.29%,13.35%,15.23%,13.71%,3.20%,3.03%,3.11%,2.80%,19.93,87.04,28.87,0.30,4.90,5.89,0.14,103.90,3.75,48.40,1.00,3.00,5.00,1.00,8.00,1.00,4.00,3.00,0.0,0.00,102,1582,3,26,23,3,4.40,41.70,3.48,38.20,10,4231,0,0,28,763,1795,12,20,159,41,4.80,70.90,2.85,28.00,152,3896,38,0,24,612,1634,8,17,109,27,5.60,103.90,3.75,48.40,124,2667,21,0,18,504,2070,10,30,109,24,4.60,68.00,2.87,36.50,107,3344,5,0,18,682,2066,7,29,138,41,4.90,84.40,3.09,33.40,119,3933,23,0,26
309,24,2018,Darrel Williams,Purgatory,2.79,5.10,-2.21,LSU,1,4/15/95,30.47,SR,23.05,BRUISER,+RECEIVER,70,229,4.72,0,0.00%,7.33%,6.25%,5.32%,21.54%,21.54%,21.54%,1.62%,12.51%,12.51%,12.51%,22.41,92.28,32.85,0.17,5.70,12.16,0.14,54.20,2.97,35.60,4.00,9.00,1.00,2.00,2.00,3.00,0.00,0.00,0.0,0.00,0,2630,0,0,0,0,0.00,0.00,0.00,0.00,0,3263,0,0,0,306,2919,3,0,64,12,4.80,56.90,2.66,18.30,63,2118,6,0,0,297,3082,4,0,60,8,5.00,46.90,3.00,22.60,31,2165,4,0,0,233,2796,3,0,52,9,4.50,54.20,2.81,18.00,37,2281,5,0,0,820,2699,9,0,144,21,5.70,44.50,2.97,35.60,331,2645,23,0,0
311,21,2020,Salvon Ahmed,Purgatory,2.78,4.50,-2.21,Washington,5,12/30/98,26.76,JR,21.33,DYNAMIC,PLODDER,70,197,4.62,0,0.00%,0.00%,8.82%,13.18%,21.71%,21.71%,18.45%,5.09%,3.00%,4.05%,3.44%,20.70,86.48,28.26,0.18,5.70,9.50,0.08,66.00,3.47,42.20,3.00,3.00,3.00,1.00,2.00,3.00,1.00,1.00,0.0,0.25,0,2130,0,27,0,0,0.00,0.00,0.00,0.00,0,3110,0,0,17,0,2774,0,24,0,0,0.00,0.00,0.00,0.00,0,3623,0,0,47,388,2382,3,37,61,13,6.40,76.80,3.34,44.10,77,2889,13,0,19,595,2468,7,26,104,19,5.70,66.00,3.30,42.20,170,3337,6,0,19,1009,1922,11,24,187,30,5.40,57.80,3.47,29.90,95,3164,17,0,24
311,21,2020,JaMycal Hasty,Purgatory,2.78,4.50,-2.21,Baylor,3,9/12/96,29.06,RS SR,23.63,BELL CALF,+RECEIVER,68,205,4.55,0,0.00%,9.52%,10.86%,10.24%,13.56%,13.56%,12.20%,4.51%,5.15%,5.15%,4.64%,N/A,95.66,31.17,0.35,5.70,7.95,0.19,94.80,3.84,50.20,1.00,5.00,0.00,3.00,9.00,3.00,3.00,3.00,0.0,0.00,0,4247,0,41,0,0,0.00,0.00,0.00,0.00,0,3764,0,0,44,621,3143,3,25,119,21,5.20,41.20,2.39,28.70,26,3652,3,0,33,314,1407,1,10,76,11,4.10,50.00,2.66,29.00,105,2452,25,0,23,441,2198,4,25,82,29,5.40,94.80,2.77,39.50,170,3770,8,0,22,616,2330,7,35,109,22,5.70,80.30,3.84,50.20,184,3571,25,0,24
313,28,2016,Zac Brooks,Purgatory,2.70,4.20,-2.24,Clemson,4,2/1/93,32.67,SR,23.25,BELL COW,SLASHER,72,200,4.54,7,0.00%,3.12%,7.19%,0.00%,4.94%,6.07%,5.46%,0.00%,2.77%,2.77%,2.49%,N/A,94.15,27.12,0.12,5.93,11.39,0.18,36.60,3.05,50.60,0.00,2.00,0.00,2.00,2.00,4.00,1.00,3.00,1.0,1.00,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,119,1529,0,16,0,0,0.00,0.00,0.00,0.00,9,2573,3,0,25,246,1575,2,18,0,0,0.00,0.00,0.00,0.00,83,2998,6,1,27,0,1,0,0,0,0,0.00,0.00,0.00,0.00,0,1,0,0,0,243,3118,3,32,41,5,5.93,36.60,3.05,50.60,113,4087,9,2,32
