player_name,birth_date
Olindo Mare,1973-06-06
Ryan Longwell,1974-08-16
Brad Maynard,1974-02-09
Ken Walter,1972-08-15
Bryan Robinson,1974-06-22
Jeff George,1975-04-04
David Patten,1974-08-19
Scott Bentley,1974-04-10
James Thrash,1975-04-28
Pat Williams,1972-10-24
Todd Bouman,1972-08-01
Jake Delhomme,1975-01-10
Bernardo Harris,1974-10-25
Corey Harris,1973-08-17
Chris Dishman,1974-02-27
Derrick Harris,1975-08-31
Jackie Harris,1974-01-29
James Harris,
Keyshawn Johnson,1972-07-22
Simeon Rice,1974-02-24
Cedric Jones,1974-04-30
Lawrence Phillips,1975-05-12
Terry Glenn,1974-07-23
Tim Biakabutuka,1974-01-24
Rickey Dudley,1972-07-15
Regan Upshaw,1975-08-12
Walt Harris,1974-08-10
Eddie George,1973-09-24
John Mobley,1973-10-10
Duane Clemons,1974-05-23
Eddie Kennison,1973-01-20
Eric Moulds,1973-07-17
Ray Lewis,1975-05-15
Alex Vandyke,1974-07-24
Tony Brackens,1974-12-26
Amani Toomer,1974-09-08
Mike Alstott,1973-12-21
Lawyer Milloy,1973-11-14
Kavika Pittman,1974-10-09
Marco Battaglia,1973-01-25
Je'rod Cherry,1973-05-30
Bryan Still,1974-06-03
Tony Banks,1973-04-05
Muhsin Muhammad,1973-05-05
Tory James,1973-05-18
Fred Thomas,1973-09-11
Randall Godfrey,1973-04-06
Patrick Sapp,1973-05-11
Bobby Engram,1973-01-07
Gabe Northern,1974-06-08
Jason Dunn,1973-11-15
Deron Jenkins,1973-11-14
Derrick Mayes,1974-01-28
Lance Johnstone,1973-06-11
Ernie Conwell,1972-08-17
Brian Dawkins,1973-10-13
Ray Mickens,1973-01-04
Aaron Beasley,1973-07-07
Johnny McWilliams,1972-12-14
Detron Smith,1974-02-25
John Browning,1973-09-30
Brady Smith,1973-06-05
Donnie Abraham,1973-10-08
Winslow Oliver,1973-03-03
Moe Williams,1974-07-26
Ryan Stewart,1973-09-30
Bert Emanuel,1972-09-12
Scott Slutzker,1972-12-20
Jerald Moore,1974-11-20
Carlos Emmons,1972-05-23
Bobby Hoying,1972-09-20
Tedy Bruschi,1973-06-09
Matt Stevens,1973-06-15
Terrell Owens,1973-12-07
Jon Witman,1972-06-01
Tyrone Williams,1973-05-31
Stepfret Williams,1973-06-14
Donnie Edwards,1973-04-06
Philip Daniels,1973-03-04
Jeff Lewis,1973-04-17
Stephen Davis,1974-03-01
Kendrick Burton,1973-09-07
Jevon Langford,1974-02-16
Reggie Barlow,1973-01-22
Emmanuel McDaniel,1972-07-27
Craig Erickson,1974-02-13
Brian Milne,1973-01-07
Richard Huntley,1972-09-18
Chris Sullivan,1973-03-14
Sean Moran,1973-06-05
Darrius Johnson,1972-09-17
Earl Holmes,1973-04-28
Juran Bolden,1974-06-27
Danny Kanell,1973-11-21
Jahine Arnold,1973-06-19
Marcus Coleman,1974-05-24
Joe Horn,1972-01-16
Leomont Evans,1974-07-12
Greg Myers,1972-09-30
Christian Peter,1972-10-05
Shane Burton,1974-01-18
Steve Martin,1974-05-31
Jermaine Lewis,1974-10-16
Zach Thomas,1973-09-01
Raymond Jackson,1973-02-17
Patrick Jeffers,1973-02-02
Iheani Uwaezuoke,1973-07-24
La' roi Glover,1974-07-04
Atlanta Falcons,1973-07-28
Doug Colman,1973-06-04
Dietrich Jells,1972-04-11
Anthony Dorsett,1973-09-14
Scott Galyon,1974-03-23
Chris Doering,1973-05-19
Craig Sauer,1972-12-13
Shawn Wooden,1973-10-23
Chad Fann,1972-11-09
Steve White,1973-10-25
John Farquhar,1972-08-28
Chris Hayes,1972-05-07
Conrad Hamilton,1974-11-05
Lovett Purnell,1972-04-07
Mike Archie,1972-10-14
Reggie Rusk,1972-10-19
Chuck Osborne,1973-11-02
Marshall Faulk,1973-06-29
Keith McKenzie,1973-10-17
Christian Fauria,1973-02-01
Joe Nedney,1973-03-22
Adam Vinatieri,1972-12-28
Daryl Gardener,1973-02-25
Chris Gardocki,1972-08-14
Lenoy Jones,1974-09-25
Hunter Goodwin,1972-10-10
Paul Grasmanis,1974-08-02
Johnnie Harris,1973-08-25
Mark Harris,1972-10-09
Raymont Harris,1973-06-27
Robert Harris,1973-08-30
Ronnie Harris,1973-04-11
Ben Lynch,
Ki-jana Carter,1973-09-12
Steve McNair,1973-02-14
Kerry Collins,1972-12-30
Todd Collins,1971-11-05
Kordell Stewart,1972-10-16
Stoney Case,1972-07-07
Eric Zeier,1972-09-06
Rob Johnson,1973-03-18
Steve Stenstrom,1971-12-23
Craig Whelihan,1971-04-15
Tyrone Wheatley,1972-01-19
Napoleon Kaufman,1973-06-07
James Stewart,1971-12-27
Rashaan Salaam,1974-10-08
Ray Zellars,1973-03-25
Sherman Williams,1973-08-13
Terrell Fletcher,1973-09-14
Curtis Martin,1973-05-01
Zack Crockett,1972-12-02
Aaron Hayden,1973-04-13
Travis Jervey,1972-05-05
Cory Schlesinger,1972-06-23
Terrell Davis,1972-10-28
Fred McCrary,1972-09-19
Darick Holmes,1971-07-01
Michael Westbrook,1972-07-07
Joey Galloway,1971-11-20
Frank Sanders,1973-02-17
Chris Sanders,1972-05-08
Chris t. Jones,1971-08-07
Tamarick Vanover,1974-02-25
Tyrone Davis,1972-06-30
Eric Bjornson,1971-12-15
Justin Armour,1973-01-01
David Dunn,1972-06-10
Andre Collins,1972-08-24
Byron Chamberlain,1971-10-17
Cecil Collins,
Kyle Brady,1972-01-14
Mark Bruener,1972-09-16
Ken Dilger,1971-02-02
David Sloan,1972-06-08
Michael Roan,1972-08-29
Pete Mitchell,1971-10-09
Jamie Asher,1972-10-31
Leroy Collins,1971-08-20
Derrick Alexander,1973-11-13
Stephen Boyd,1972-08-22
Derrick Brooks,1973-04-18
Lance Brown,1972-02-02
John Burrough,1972-05-17
Kevin Carter,1973-09-21
Chad Cota,1971-08-13
Travis Davis,1973-01-10
Hugh Douglas,1971-08-23
Jamal Duff,1972-03-11
Chad Eaton,1972-04-04
Luther Elliss,1973-03-22
Jason Fisk,1972-09-04
Dallas Cowboys,
Oliver Gibson,1972-03-15
Travis Hall,1972-08-03
Norman Hand,1972-09-04
Sean Harris,1972-02-25
Ryan Cox,1971-09-14
Jimmy Hitchcock,1971-11-09
Darius Holland,1973-11-10
Chris Hudson,1971-10-06
Ken Irvin,1972-07-11
Greg Jefferson,1971-08-31
Ellis Johnson,1973-10-30
Ted Johnson,1972-12-04
Donta Jones,1972-08-27
Shawn King,1972-06-24
Jason Kyle,1972-05-12
Ty Law,1974-02-10
Mike Mamula,1973-08-14
Eddie Mason,1972-01-09
Gerald McBurrows,1973-10-07
Ray McElroy,1972-07-31
Phillip Daniels,1971-10-12
Mike Morton,1972-03-28
Craig Newsome,1971-08-10
Rich Owens,1972-05-22
Tyrone Poole,1972-02-03
Darryl Pounds,1972-07-21
John Davis,1971-12-17
Regiald Davis,1972-06-10
Warren Sapp,1972-12-19
Bryan Schwartz,1971-12-05
Sam Shade,1973-06-14
Terrance Shaw,1973-11-11
Lorenzo Styles,1974-01-31
Bobby Taylor,1973-12-28
Orlando Thomas,1972-10-21
Mike Thompson,1972-12-22
Scott Turner,1972-02-26
Gary Walker,1973-02-28
Charlie Williams,1972-02-02
Jerry Wilson,1973-07-17
Brett Favre,1973-07-01
Jeff Brohm,1971-04-24
Todd Sauerbrun,1973-01-04
Brett Bech,1971-08-20
Tom Barndt,1972-03-14
New York Giants,1974-08-25
Nolan Harrison,
Rodney Harrison,
Richard Harvey,
Andre Hastings,1971-06-08
Jamal Anderson,1972-09-30
Bradford Banta,1970-12-14
Mario Bates,1973-01-16
Donnell Bennett,1972-09-14
Harold Bishop,1970-04-08
Doug Brien,1970-11-24
Steve Broussard,1971-01-22
Isaac Bruce,1972-11-10
Carlester Crumpler,1971-09-05
Trent Dilfer,1972-03-13
Gary Downs,1971-06-28
Mark Brunell,1971-03-19
William Floyd,1972-02-17
Glenn Foley,1970-10-10
Gus Frerotte,1971-07-31
Charlie Garner,1972-02-13
Brentson Buckner,1971-01-19
Marcus Buckley,1971-03-16
Greg Hill,1972-02-23
Willie Jackson,1971-08-16
Leshon Johnson,1971-01-15
Andrew Jordan,1972-06-21
Dorsey Levens,1970-05-21
Chuck Levy,1972-01-07
Thomas Lewis,1972-01-10
Terry Mickens,1971-02-21
Jim Miller,1971-02-09
Dale Carter,
Johnnie Morton,1971-10-07
David Palmer,1972-11-19
Chris Penn,1971-04-20
Errict Rhett,1970-12-11
Bill Schroeder,1971-01-09
Darnay Scott,1972-07-07
Lamar Smith,1970-11-29
Lamont Warren,1973-01-04
Sam Adams,1973-06-13
Tim Bowens,1973-02-07
Jeff Burris,1972-06-07
Henry Ford,1971-10-30
Rob Fredrickson,1971-05-13
Aaron Glenn,1972-07-16
Antonio Langham,1972-07-31
Willie McGinest,1971-12-11
Jamir Miller,1973-11-19
Winfred Tubbs,1970-09-24
Dewayne Washington,1972-12-27
Dan Wilkinson,1973-03-13
Lee Woodall,
Bryant Young,1972-01-27
John Thierry,1971-09-04
Fernando Smith,1971-08-02
Corey Sawyer,1971-10-04
Charles Dimry,1971-08-14
Terry Irving,1971-07-03
Myron Bell,1971-09-15
Bracy Walker,1970-10-28
Jim Flanigan,1971-08-27
Rob Holmberg,1971-05-06
Keith Burns,1972-05-16
Allen Aldridge,1972-05-30
Tyronne Drakeford,1971-06-21
Joe Johnson,1972-07-11
Keith Lyle,1972-04-17
Vaughn Booker,
Shane Bonham,1970-10-18
Lemanski Hall,1970-11-24
Barron Wortham,
Jason Gildon,1972-07-31
Kevin Mitchell,1971-01-01
Austin Robbins,1971-03-01
Pete Bercich,1971-12-23
Brad Ottis,1972-08-02
Jason Sehorn,1971-04-15
Chad Bratzke,1971-09-15
Kimo Vonoelhoffen,1971-01-30
Darren Bennett,
Leo Araguz,1970-01-18
Mitch Berger,1972-06-24
David Binn,1972-02-06
Sam Gash,1971-03-02
Brant Boyer,1971-06-27
Tony Horne,
Desmond Howard,
Eddie Howard,
Richie Anderson,1971-09-13
Fred Baxter,1971-06-14
Jerome Bettis,1972-02-16
Drew Bledsoe,1972-02-14
Vincent Brisby,1971-01-25
Troy Brown,1971-07-02
Curtis Conway,1971-01-13
Horace Copeland,1971-01-01
Sean Dawkins,1971-02-03
Troy Drayton,1970-06-29
Jason Elam,1970-03-08
Chris Gedney,1970-08-09
Trent Green,1970-07-09
Eric Guliford,
Ty Hallock,1971-04-30
Garrison Hearst,1971-01-04
Billy joe Hobert,1971-01-08
Qadry Ismail,1970-11-08
Mark Campbell,1970-09-17
Terry Kirby,1970-01-20
O.J. McDuffie,
Tony McGee,1971-04-21
Natrone Means,1972-04-26
Glyn Milburn,1971-02-19
Rick Mirer,1970-03-03
Ronald Moore,1970-01-26
Adrian Murrell,1970-10-16
Lorenzo Neal,1970-12-27
Doug Pelfrey,1970-09-25
Todd Peterson,1970-02-04
Kenny Shedd,1971-02-14
Robert Smith,1972-03-04
Lamar Thomas,1970-02-12
Ryan Wetnight,1970-11-05
Frank Wycheck,1971-10-14
Brian Stablein,1970-04-14
Craig Hentrich,1971-05-18
Chidi Ahanotu,1970-10-11
Mike Barrow,1970-04-19
Greg Biekert,
Blaine Bishop,1970-07-24
Chad Brown,1970-07-12
Corwin Brown,1970-04-25
Gilbert Brown,1971-02-22
Ray Buchanan,1971-09-29
Mike Caldwell,1971-08-31
Tom Carter,1972-09-05
John Copeland,1970-09-20
Eric Curry,1970-02-03
Doug Evans,1970-05-13
Deon Figures,1970-01-10
Al Fontenot,1970-09-17
Darrien Gordon,1970-11-14
Carlton Gray,1971-06-26
Antonio London,1971-04-14
Brock Marion,1970-06-11
Ryan McNeil,1970-10-04
Wayne Simmons,
Chris Slade,1971-01-30
Thomas Smith,1983-06-08
Dana Stubblefield,1970-11-14
George Teague,1971-02-18
Steve Tovar,1970-04-25
Dean Wells,1970-07-20
John Lynch,1971-09-25
Michael Strahan,1971-11-21
Willie Williams,1970-12-26
James Trapp,
John Parrella,
Michael McCrary,1970-07-07
Ronnie Bradford,1970-10-01
Jeff Robinson,1970-02-20
Rueben Droughns,1970-06-14
Chad Dukes,1970-02-21
Ron George,1970-03-20
Jessie Armstead,1970-10-26
Ty Parten,
Lewis Bush,
Raylee Johnson,1970-06-01
Jeff Zgonina,1970-05-24
Greg Jeffries,1971-10-16
Maa Tanuvasa,1970-11-06
Jay Fiedler,1970-12-06
Alex Vanpelt,1970-05-01
Matt Turk,1970-06-16
Mike Bartrum,1970-06-23
Reggie Givens,1971-10-03
Troy Wilson,1970-11-22
Damon Huard,
James Hundon,
Michael Husted,
Tom Hutton,
Denver Broncos,1970-10-03
Michael Bates,
Edgar Bennett,
Jeff Blake,1970-12-04
Robert Brooks,1970-06-23
Dave Brown,1970-02-25
Mark Chmura,
Ty Detmer,
Cleveland Browns,
Chuck Evans,
Kent Graham,
Jason Hanson,1970-06-17
Courtney Hawkins,
Brad Johnson,
Amp Lee,1971-10-01
Tim Lester,
Tommy Maddox,1971-09-02
John Carney,
Johnny Mitchell,1971-01-20
Dave Moore,
Carl Pickens,1970-03-23
Aaron Pierce,
Torrance Small,1970-09-06
Casey Weldon,
Chris Walsh,
Elijah Alexander,1970-08-08
Michael Bankston,1970-03-12
Roy Barker,
Jason Belser,1970-05-28
Willie Clay,1970-09-05
Quentin Coryatt,1970-08-01
Marquez Pope,1970-10-29
Santana Dotson,
Shane Dronett,1971-01-12
Sean Gilbert,1970-04-10
Keith Hamilton,1971-05-25
Bill Johnson,
Kurt Schulz,
Robert Jones,
Levon Kirkland,
Jeremy Lincoln,
Ed McDaniel,
Ricardo McDonald,
Chester McGlockton,
Mark McMillian,1970-04-29
Chris Mims,1970-09-29
Darren Perry,
Robert Porcher,
Eddie Robinson,1970-04-13
Tracy Scroggins,
Chuck Smith,
Phillippi Sparks,
Alonzo Spellman,1971-09-27
Troy Vincent,1971-06-08
Mark Wheeler,1970-04-01
Darryl Williams,1970-01-08
Darren Woodson,
Marco Coleman,
Tony McCoy,
Terrell Buckley,1971-06-07
Frankie Smith,
Ashley Ambrose,1970-09-17
Gerald Dixon,
Joe Bowden,1970-02-25
Brad Culpepper,
Philadelphia Eagles,
Matt Labounty,
Mark Thomas,
Gregory Favors,
Steve Israel,
Glenn Cadrez,1970-01-02
Klaus Wilmsmeyer,
Jeff Jaeger,
Jacksonville Jaguars,
Shawn Jefferson,
Billy Jenkins,
MarTay Jenkins,
Ronney Jenkins,
New York Jets,
James Jett,
John Jett,
Eric Bieniemy,
Gary Brown,
Bob Christian,
Ben Coates,
Aaron Craver,
Andrew Glover,
Jeff Graham,
Howard Griffith,
Donald Hollas,
Raghib Ismail,
Chris Calloway,
John Kasay,
Arizona Cardinals,
Fred McAfee,
Ed McCaffrey,
Keenan McCardell,1970-01-06
Ernie Mills,
Herman Moore,
Marty Carter,
Ted Popson,
Mike Pritchard,
Jake Reed,
Yancey Thigpen,
Wayne Chrebet,1970-03-12
Frank Wainright,
Ricky Watters,
Harvey Williams,
Charlie Clemons,
Scott Zolak,
Paul Justin,
Dixon Edwards,
Merton Hanks,
Phil Hansen,
Henry Jones,
Leon Lett,
Darryll Lewis,
Mo Lewis,
Todd Lyght,
Mark Maddox,
Russell Maryland,
Roman Phifer,
Kelvin Pritchett,
Marcus Robertson,
Michael Sinclair,
Jimmy Spencer,
Eric Swann,1970-08-16
William Thomas,
Ted Washington,
Aeneas Williams,
Alfred Williams,
Mike Dumas,
Kevin Drake,
Jeff Brady,
Louis Riddick,
Quinn Early,
Mike d. Jones,
Steve Jackson,
Scott Kowalkowski,
Robert Bailey,
Doug Johnson,
J.j. Johnson,
Lee Johnson,
Norm Johnson,
Pat Johnson,
Pepper Johnson,
Chris T Jones,
Terry Allen,
J.b. Brown,
Larry Centers,
Steve Christie,
John Friesz,
Harold Green,
Willie Green,
Joe Cain,
Terance Mathis,
Rae Carruth,
Brian Mitchell,
Scott Mitchell,
Neil O'Donnell,
Ricky Proehl,
Shannon Sharpe,
Emmitt Smith,
Matt Stover,
Derrick Walker,
Greg Comella,
Robert Blackmon,
Rob Burnett,
Leroy Butler,
Mark Carrier,
Eric Davis,
James Francis,
Cortez Kennedy,
Lester Archambeau,
Marvcus Patton,
Bryce Paup,
Anthony Pleasant,
Junior Seau,
Pat Dennis,
Chris Oldham,
Mike Lodish,
Larry Izzo,
Reggie Jones,
Winston Moss,
Mustafah Muhammad,
Eddie Murray,
Anthony Newman,
Ken Norton,
Leslie O'Neal,
Jeff Ogden,
Erik Olson,
Ryan Olson,
Troy Aikman,
Jason Garrett,
Chris Jacke,
Tony Martin,
Eric Metcalf,
Rodney Peete,
Barry Sanders,
Deion Sanders,
Billy joe Tolliver,
Wesley Walls,
Trace Armstrong,
Steve Atwater,
J.B. Brown,
Ray Crockett,
Eric Hill,1980-05-22
Casey Crawford,
Greg Jackson,
Carnell Lake,
Wayne Martin,
Kirby Dar Dar,
Stevon Moore,
Al Del Greco,
Chris Doleman,
Chris Mohr,
Louie Aguiar,
Mike Barber,
Matt LaBounty,
Green Bay Packers,
Carolina Panthers,
De'Mond Parker,
Bernie Parmalee,
New England Patriots,
Doug Pederson,
Brian Blades,
Tim Brown,1980-05-12
Chris Chandler,
Brian Kinchen,
Mark Rypien,
Thurman Thomas,
Kansas City Chiefs,1979-08-09
Tom Tupa,
Eric Allen,
Bill Romanowski,
Neil Smith,
Chris Spielman,
James Hasty,
Chad Hennings,
Jeff Feagles,
Jeff Garcia,
Charles Jordan,
Rico Mcdonald,
Steve Beuerlein,
Cris Carter,
Greg Davis,
Rich Gannon,
Lew Bush,
Keion Carpenter,
Chris Miller,
Ki-Jana Carter,
Vinny Testaverde,
Rod Woodson,
Cornelius Bennett,
Tim McDonald,1976-04-13
Henry Thomas,
Tyrone Braxton,
Bobby Hamilton,
Kerry Joseph,
Kevin Mathis,
Bubby Brister,
Tampa Bay Buccaneers,
San Diego Chargers,
Webster Slaughter,
Charles Haley,
Brad Daluiso,
Clyde Simmons,
Kurt Gouveia,
Tommy Barnhardt,
Stacey Mack,
Steve Bono,
Randall Cunningham,
Shante Carver,
Andre Reed,
Jerry Rice,
Bruce Smith,
Doug Flutie,
John Jurkovic,
Tony Mccombs,
Tony Mccoy,
Andy Mccullough,
Shockmain Davis,
Jerry Drake,
John Kidd,
Brian Hansen,
John Hall,
Anthony Marshall,
Trey Junkin,
Reggie Roby,
Mike A. Jones,
Morten Andersen,
Gary Anderson,
Mike Horan,
Randy Jordan,
Derek Loville,
Rick Lyle,
Wade Wilson,
Mike Jones,
Norm Hand,
Dan Marino,
Lonnie Marts,
Shane Matthews,
Jamie Martin,
Obafemi Ayanbadejo,
Robert Baker,
Jerry Ball,
Bryan Barker,
Michael Barrow,
Buffalo Bills,
Indianapolis Colts,
Miami Dolphins,
Cincinnati Bengals,
Tennessee Titans,
Pittsburgh Steelers,
Seattle Seahawks,
Washington Redskins,
Chicago Bears,
Detroit Lions,
Minnesota Vikings,
New Orleans Saints,
San Francisco 49ers,
Baltimore Ravens,
Houston Texans,
Jay Bellamy,
Tshimanga Biakabutuka,
Michael Black,
Onrea Jones,1983-12-22
Felton Huggins,1983-02-15
Connor Hughes,1983-10-04
Jesse Holley,1984-01-08
Chad Hall,1986-05-23
Ricky Foley,1982-06-09
Isaako Aaitui,1987-01-25
Kimble Anders,
Dudley Guice,1986-05-28
Joe Tronzo,1987-06-10
Jason Chery,1986-05-31
Brian Jackson,1987-05-04
Kion Wilson,1986-10-24
Isaiah Greenhouse,1987-07-15
Maurice Simpkins,1983-04-29
Paul Pratt,1985-05-01
Barry Turner,1987-01-07
Ryan Purvis,1986-05-08
Richmond McGee,1983-04-25
Josh Mauga,1987-06-20
Emanuel Cook,1988-01-20
Vincent Rey,1987-09-06
Kellen Heard,1985-10-17
Derrick Townsel,1988-07-12
Isaiah Trufant,1982-12-09
Jeff Tarpinian,1987-10-16
Cary Blanchard,
Mortty Ivy,1986-04-26
Chavis Williams,1989-07-10
Stephen Franklin,1988-09-26
Chris Boniol,1971-12-09
Rob Myers,1986-04-09
Josh Victorian,1988-07-10
Ricky Lumpkin,1988-09-07
Kyle Nelson,1986-10-03
Daryl Carter,1975-02-24
Robert Gill,1984-02-27
Chase Baker,1988-05-21
Marcus Cromartie,1990-12-03
Al Delgreco,
Keith Elias,1972-02-03
Damaso Munoz,1986-07-10
Tenny Palepoi,1990-12-19
Jordan Gay,1990-03-29
Casey Walker,1989-12-06
Deandre Coleman,1991-01-27
Jumal Rolle,1990-05-28
Greg Ducre,1992-01-22
Lowell Rose,1990-03-11
Tramain Jacobs,1992-05-20
Justin Staples,1989-12-10
Anthony Denham,1991-07-21
Jerome Smith,1991-04-06
Lawrence Virgil,1991-01-20
Rakim Cox,1991-02-12
Robenson Therezie,1991-08-05
Terrance Plummer,1993-06-20
Tevin McDonald,1992-07-17
Josh Keyes,1993-01-23
Deji Olatoye,1991-07-20
Julian Howsare,1992-09-11
Ryan O'Malley,1993-07-24
D.J. Tialavea,1991-07-27
Dialleo Burks,
James Jenkins,
Erik Kramer,
Richie Cunningham,1970-08-18
Warren Moon,
Rob Moore,
Chad Cascadden,
Marquan McCall,1999-03-26
Josh Ali,1999-03-03
Nolan Cooney,1996-09-18
Dwight Stone,
Jeff Thomason,
Mike Tomczak,
Samson Nacua,1998-01-20
Jamie Sheriff,2000-08-18
Baylor Cupp,2000-05-10
Steve Walsh,
Derrik Clark,
Leslie Shepherd,
Mike Hollis,1972-05-22
Mack Strong,1971-09-11
James McKnight,1972-06-17
Chris Thomas,1971-07-16
Jeff Wilkins,1972-04-19
Mike a. Jones,
George Koonce,
Darren Mickell,1970-08-03
Eugene Robinson,
Vinson Smith,
Bernard Whittington,1971-08-20
Tim Hauck,
Victor Green,
Otis Smith,
Brent Alexander,1971-07-10
Robert Griffith,1970-11-30
Harald Hasselbach,
Tyrone Drakeford,1971-10-17
D'marco Farr,1971-06-09
Shawn Price,1970-03-28
Tito Wooten,1971-12-12
Randy Kirk,
Tom McManus,1970-07-30
Pellom McDaniels,
J.J. McCleskey,1970-04-10
Billy Davis,1972-07-06
Junior Bryant,1971-01-16
Karim Abdul-Jabbar,1983-02-28
Hollis Thomas,1974-01-10
Larry Bowie,1973-03-21
Greg Delong,1973-04-03
Calvin Jackson,1972-10-28
Brian Walker,1972-05-31
Tim Morabito,1973-10-12
Ron Rice,1972-11-09
Tyoka Jackson,1971-11-22
Karl Williams,1971-04-10
Clif Groce,1972-07-30
Jeff Gooch,1974-10-31
Dwayne Carswell,1972-01-18
Percy Ellsworth,1974-10-19
Marquis Walker,1972-07-06
Josh Miller,1970-07-14
Tom Rouen,
Rick Tuten,
Scott Player,
Dan Stryzinski,
Mark Royals,
Andre Royal,1972-12-01
Toby Gowin,1975-03-30
Ronald McKinnon,1973-09-20
Harold Morrow,1973-02-24
Latorio Rachal,1973-01-31
Travis Kirschke,1974-09-06
Chad Lewis,1971-10-05
Derrick Cullors,1972-12-26
O.J. Brigance,
Don Davis,1972-12-17
Sammy Knight,1975-09-10
Fabien Bownes,1972-02-29
Zack Bronson,1974-01-28
Chris Hetherington,1972-11-27
Kyle Richardson,1973-03-02
Freddie Solomon,1972-08-15
Keith Mitchell,1974-07-24
Tommy Bennett,1973-02-19
Priest Holmes,1973-10-07
Steve Bush,1974-07-04
James Logan,1972-12-06
Jay Williams,1971-10-13
Shelton Quarles,1971-09-11
Walter Rasby,1972-09-07
Ryan Kuehl,1972-01-18
Tim Terry,1974-07-26
Curtis Anderson,1973-09-29
Floyd Young,1975-11-23
Kelly Holcomb,1973-07-09
Keith Washington,1972-12-18
Mike Quinn,1974-04-15
Donovan Greer,1974-09-11
Terry Cousin,1975-04-11
Ray Lucas,1972-08-06
Tim McTyer,1975-12-14
Riddick Parker,1972-11-20
Ed Smith,
Robert Chancey,1972-09-07
Mike Mohring,1974-03-22
Al Wallace,1974-03-25
Van Tuinei,1971-02-16
Steve Lindsey,
Lional Dalton,1975-02-21
Spencer Reid,1976-02-08
Adrian Ross,1975-02-19
Greg Truitt,
Damon Gibson,1975-02-25
George Coghill,1970-03-30
Lamar Campbell,1975-08-29
Kevin O'Neill,1975-04-14
Jude Waddy,1975-09-12
Billy Lyon,1973-12-10
Ratcliff Thomas,1974-01-02
Larry Chester,1975-10-17
Eric Hicks,1976-06-17
Earl Little,1973-03-10
Josh Wilcox,1974-06-05
Josh Taves,1972-05-13
Tremayne Stephens,1976-04-16
Robert Wilson,1974-06-23
Jeff Posey,1975-08-14
Rabih Abdullah,1975-04-27
Mitch Palmer,1973-09-02
Perry Phenix,1974-11-14
Tim Denton,1973-02-03
Wade Richey,1976-05-19
Ed Howard,1972-10-06
Corey Walker,1973-06-04
Brandon Bennett,1973-02-03
Shawn Stuckey,1975-10-22
Brock Olivo,1976-06-24
Karl Hankton,1970-07-24
Tony Blevins,1975-01-29
Henry Taylor,1975-11-29
Tawambi Settles,1976-01-19
Eric Vance,1975-07-14
Ray Hill,1975-08-07
Jermaine Williams,1972-07-03
Az-Zahir Hakim,1975-06-14
Nate Hobgood-Chittick,1974-11-30
Corey Sears,1973-04-15
Kato Serwanga,1976-07-23
Brad Costello,1974-12-12
Billy Austin,1975-03-08
Dirk Johnson,1975-06-01
Edward Thomas,1974-09-27
Marlon Barnes,1976-03-13
Damon Hodge,
Isiah Kacyvenski,
Sean Key,
Micah Knorr,1975-01-09
Jimmy Wyrick,1976-12-31
Chris Daniels,1977-03-30
Zeron Flemister,1976-09-08
Derrick Ham,1975-03-23
Josh Symonette,1978-05-08
Keith Miller,1976-07-09
London Dunlap,1977-02-10
Jonas Lewis,1976-12-27
Cedric Killings,1977-12-14
Thabiti Davis,1975-03-24
Jack Golden,1977-01-28
Kevin Lewis,1978-10-06
Craig Walendy,1977-07-11
Dwight Johnson,1977-01-30
Ron Powlus,
Trent Gamble,1977-07-24
Karon Coleman,1978-05-22
Jermaine Wiggins,1975-01-18
Raion Hill,
Matt Chatham,1977-06-28
Clint Stoerner,1977-12-29
Tommy Hendricks,1978-10-23
Corey Atkins,
Pete Swanson,
Courtney Ledyard,1977-03-09
Craig Miller,
Scott Dragos,
Rahmaan Streater,1975-04-23
Al Lucas,1978-09-01
Ronnie Heard,1976-10-05
Garrett Johnson,1975-12-31
Chris Coleman,1977-05-08
Dan Kreider,1977-03-11
Larry Foster,1976-11-07
Scottie Montgomery,1978-05-26
Jake Moreland,1977-01-18
Nick Ferguson,1974-11-27
Aaron Fields,
Shad Criss,
Chafie Fields,
Curtis Jackson,1973-09-22
Jason Bostic,1976-06-30
Travis Brown,1977-07-17
Darrius Blevins,
Norris McCleary,1977-02-10
Lavell Boyd,1977-09-12
Clarence Williams,
Damon Savage,
Omar Bacon,
Dustin Cohen,1976-12-22
Damon Washington,1977-02-20
Todd McMillon,1974-09-26
Marlion Jackson,1977-10-11
Bryan Gilmore,1978-01-21
Jordan Younger,1978-01-24
Sean Keenan,
Bryan Johnson,1978-01-18
Steve Gleason,1977-03-19
Nikia Codie,1976-01-20
Troy Hambrick,1976-11-06
Robert Brannon,
John Krick,
Jason Malecki,
Dave Dickenson,1973-01-11
Mike Horacek,
Carl Bradley,
Chandler Smith,
Winston October,
Matt Simonton,
Tony Umholtz,
Hurley Tarver,
Andre Rone,
Donnie Caldwell,
Cory Nelson,
Kevin Stemke,1978-11-23
Shaud Williams,1980-10-02
R.J. Bowers,
Elvis Joseph,1978-08-30
Jake Arians,1978-01-26
Benjamin Gay,
Jason Brookins,1976-01-05
Jon Hilbert,1975-07-15
Dominic Rhodes,1979-01-17
Mike Lewis,1971-11-14
Drew Bennett,1978-08-26
Nick Goings,1978-01-26
Kevin Swayne,1975-01-17
Marcus Knight,1978-06-19
Tommy Parks,
James Atkins,1970-01-28
